YuiMedalShopItemId,YuiMedalShopId,CommonRewardType,CommonRewardId,CommonRewardNum,Strength,Property1PropertyId,Property1Value1,Property1Value2,Property2PropertyId,Property2Value1,Property2Value2,Property3PropertyId,Property3Value1,Property3Value2,Property4PropertyId,Property4Value1,Property4Value2
15052,15052,2,112000004,1,70,305000,100,0,1,0,0,2,0,0,2,0,0
15053,15053,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
15054,15054,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
15055,15055,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
15056,15056,3,150030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
15057,15057,3,150040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
15058,15058,3,170007,1,0,1,0,0,1,0,0,1,0,0,1,0,0
15059,15059,3,180007,1,0,1,0,0,1,0,0,1,0,0,1,0,0
15060,15060,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
15061,15061,3,200000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
15062,15062,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
15063,15063,3,220002,1,0,1,0,0,1,0,0,1,0,0,1,0,0
15064,15064,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202901,202901,1,101000310,1,0,1,0,0,1,0,0,2,0,0,2,0,0
202902,202902,1,102000410,1,0,1,0,0,1,0,0,2,0,0,2,0,0
202903,202903,8,201000120,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202904,202904,8,202000240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202905,202905,8,211000080,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202906,202906,8,299000730,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202907,202907,8,299000740,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202908,202908,8,299000750,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202909,202909,8,299000760,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202910,202910,8,299000770,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202911,202911,1,104000220,1,0,1,0,0,1,0,0,2,0,0,2,0,0
202912,202912,8,299000410,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202913,202913,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202914,202914,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202915,202915,3,170001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202916,202916,3,180001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202917,202917,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202918,202918,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202919,202919,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202920,202920,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202921,202921,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202922,202922,3,150030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202923,202923,3,150040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202924,202924,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202925,202925,3,200000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
202926,202926,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203001,203001,8,204000210,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203002,203002,8,205000150,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203003,203003,8,299000800,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203004,203004,8,299000810,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203005,203005,8,299000820,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203006,203006,8,201000130,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203007,203007,8,299000830,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203008,203008,8,202000270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203009,203009,8,206000190,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203010,203010,8,220000060,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203011,203011,1,109000220,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203012,203012,1,101000250,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203013,203013,1,102000260,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203014,203014,1,103000220,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203015,203015,1,104000250,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203016,203016,1,105000210,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203017,203017,1,106000210,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203018,203018,1,107000140,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203019,203019,1,108000150,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203020,203020,1,109000230,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203021,203021,1,110000170,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203022,203022,1,111000140,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203023,203023,1,112000110,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203024,203024,1,118000140,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203025,203025,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203026,203026,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203027,203027,3,170001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203028,203028,3,180001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203029,203029,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203030,203030,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203031,203031,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203032,203032,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203033,203033,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203034,203034,3,150030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203035,203035,3,150040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203036,203036,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203037,203037,3,200000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203038,203038,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203201,203201,8,206000200,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203202,203202,8,211000090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203203,203203,8,299000840,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203204,203204,8,299000850,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203205,203205,8,299000860,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203206,203206,8,202000280,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203207,203207,8,204000220,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203208,203208,8,201000140,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203209,203209,8,203000230,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203210,203210,8,205000160,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203211,203211,1,102000280,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203213,203213,3,170001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203214,203214,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203215,203215,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203216,203216,3,180001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203217,203217,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203218,203218,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203219,203219,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203220,203220,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203221,203221,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203222,203222,3,150030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203223,203223,3,150040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203224,203224,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203225,203225,3,200000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203226,203226,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203301,203301,8,202000290,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203302,203302,8,203000240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203303,203303,8,299000870,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203304,203304,8,299000880,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203305,203305,8,299000890,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203306,203306,8,212000060,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203307,203307,8,201000150,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203308,203308,8,204000230,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203309,203309,8,209000200,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203310,203310,8,299000900,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203312,203312,8,291000040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203313,203313,3,170001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203314,203314,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203315,203315,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203316,203316,3,180001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203317,203317,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203318,203318,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203319,203319,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203320,203320,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203321,203321,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203322,203322,3,150030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203323,203323,3,150040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203324,203324,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203325,203325,3,200000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203326,203326,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203501,203501,8,299000920,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203502,203502,8,299000930,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203503,203503,8,299000940,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203504,203504,8,299000950,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203505,203505,8,299000960,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203506,203506,8,206000200,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203507,203507,8,211000090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203508,203508,8,299000840,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203509,203509,8,299000850,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203510,203510,8,299000860,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203511,203511,8,202000280,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203512,203512,8,204000220,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203513,203513,8,201000140,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203514,203514,8,203000230,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203515,203515,8,205000160,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203516,203516,1,101000270,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203517,203517,1,111000240,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203518,203518,1,102000280,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203519,203519,3,170001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203520,203520,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203521,203521,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203522,203522,3,180001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203523,203523,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203524,203524,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203525,203525,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203526,203526,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203527,203527,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203528,203528,3,150030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203529,203529,3,150040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203530,203530,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203531,203531,3,200000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203532,203532,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203601,203601,8,202000340,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203602,203602,8,205000190,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203603,203603,8,208000040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203604,203604,8,211000110,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203605,203605,8,220000070,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203606,203606,8,203000280,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203607,203607,8,202000350,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203608,203608,8,205000200,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203609,203609,8,299001050,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203610,203610,8,299001060,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203611,203611,1,103000270,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203612,203612,1,104000420,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203613,203613,8,291000040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203614,203614,8,201000090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203615,203615,8,299000440,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203616,203616,8,299000450,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203617,203617,8,299000460,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203618,203618,8,299000470,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203619,203619,8,299000480,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203620,203620,8,202000290,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203621,203621,8,203000240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203622,203622,8,299000870,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203623,203623,8,299000880,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203624,203624,8,299000890,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203625,203625,8,212000060,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203626,203626,8,201000150,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203627,203627,8,204000230,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203628,203628,8,209000200,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203629,203629,8,299000900,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203630,203630,3,170001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203631,203631,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203632,203632,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203633,203633,3,180001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203634,203634,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203635,203635,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203636,203636,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203637,203637,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203638,203638,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203639,203639,3,150030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203640,203640,3,150040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203641,203641,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203642,203642,3,200000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203643,203643,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203701,203701,3,170100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203702,203702,3,170101,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203703,203703,3,170102,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203704,203704,3,170103,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203705,203705,3,170104,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203706,203706,8,203000300,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203707,203707,8,204000320,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203708,203708,8,217000080,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203709,203709,8,218000090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203710,203710,8,299001070,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203711,203711,8,299001080,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203712,203712,8,298000130,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203713,203713,8,215000120,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203714,203714,1,106000260,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203715,203715,8,202000160,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203716,203716,8,203000150,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203717,203717,8,204000110,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203718,203718,8,205000110,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203719,203719,8,206000120,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203720,203720,8,212000050,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203721,203721,3,170001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203722,203722,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203723,203723,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203724,203724,3,180001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203725,203725,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203726,203726,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203727,203727,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203728,203728,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203729,203729,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203730,203730,3,150030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203731,203731,3,150040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203732,203732,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203733,203733,3,200000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203734,203734,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203801,203801,8,202000380,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203802,203802,8,205000230,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203803,203803,8,206000250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203804,203804,8,210000030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203805,203805,8,299001090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203806,203806,8,220000090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203807,203807,8,299001100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203808,203808,8,299001110,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203809,203809,1,105000240,1,1,1,0,0,1,0,0,2,0,0,2,0,0
203810,203810,8,299000550,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203811,203811,8,299000560,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203812,203812,8,299000570,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203813,203813,8,299000580,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203814,203814,8,299000590,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203815,203815,8,299000600,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203816,203816,3,170001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203817,203817,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203818,203818,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203819,203819,3,180001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203820,203820,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203821,203821,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203822,203822,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203823,203823,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203824,203824,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203825,203825,3,150030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203826,203826,3,150040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203827,203827,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203828,203828,3,200000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
203829,203829,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204001,204001,8,202000420,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204002,204002,8,203000340,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204003,204003,8,204000360,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204004,204004,8,211000140,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204005,204005,8,212000090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204006,204006,1,101000300,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204007,204007,1,102000360,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204008,204008,1,103000310,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204009,204009,1,104000370,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204010,204010,1,109000290,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204011,204011,1,109000130,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204012,204012,1,110000130,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204013,204013,1,111000080,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204014,204014,1,112000080,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204015,204015,1,104000220,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204016,204016,1,109000300,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204017,204017,8,211000060,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204018,204018,8,299000610,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204019,204019,8,299000620,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204020,204020,8,299000630,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204021,204021,8,299000640,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204022,204022,8,299000650,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204023,204023,8,299000410,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204024,204024,8,299000660,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204025,204025,8,215000050,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204026,204026,8,216000060,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204027,204027,8,218000030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204028,204028,8,217000020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204029,204029,8,299000500,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204030,204030,8,299000510,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204031,204031,8,299000520,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204032,204032,8,299000530,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204033,204033,8,299000540,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204034,204034,3,170001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204035,204035,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204036,204036,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204037,204037,3,180001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204038,204038,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204039,204039,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204040,204040,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204041,204041,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204042,204042,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204043,204043,3,150030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204044,204044,3,150040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204045,204045,3,120241,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204046,204046,3,120251,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204047,204047,3,120261,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204048,204048,3,120271,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204049,204049,3,120730,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204050,204050,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204051,204051,3,200000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204052,204052,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204101,204101,8,209000280,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204102,204102,8,211000120,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204103,204103,8,212000070,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204104,204104,8,215000130,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204105,204105,8,216000130,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204106,204106,8,299001130,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204107,204107,8,299001140,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204108,204108,8,299001150,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204109,204109,1,102000430,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204110,204110,1,109000220,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204111,204111,1,101000310,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204112,204112,1,102000410,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204113,204113,1,101000250,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204114,204114,1,102000260,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204115,204115,1,103000220,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204116,204116,1,104000250,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204117,204117,1,105000210,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204118,204118,1,106000210,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204119,204119,1,107000140,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204120,204120,1,108000150,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204121,204121,1,109000230,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204122,204122,1,110000170,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204123,204123,1,111000140,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204124,204124,1,112000110,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204125,204125,1,118000140,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204126,204126,8,201000120,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204127,204127,8,202000240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204128,204128,8,211000080,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204129,204129,8,299000730,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204130,204130,8,299000740,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204131,204131,8,299000750,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204132,204132,8,299000760,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204133,204133,8,299000770,1,0,1,0,0,1,0,0,1,0,0,1,0,0
