YuiMedalShopId,Name,Description,SellingYuiMedal,SellingCol,SellingEventItemId,SellingEventItemNum,SellingTicketNum,PurchaseLimit,PickUpFlag,ProductCategory,SalesType,TargetDays,TargetHour,IntervalHour,SalesStartDate,SalesEndDate,Sort
186,"《隠された素顔》アルゴ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/09/01 7:00:00","2021/10/01 2:00:00",0
187,"《水妖精の導き》アスナ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/09/01 7:00:00","2021/11/01 2:00:00",4
188,"《赤面プラクティカ》レイン",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/10/01 7:00:00","2021/11/01 2:00:00",0
189,"《同朋の待望》シノン",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/10/01 7:00:00","2021/12/01 2:00:00",5
190,"《あどけない笑み》シリカ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/11/01 7:00:00","2021/12/01 2:00:00",0
191,"《跳躍の托生》クライン",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/11/01 7:00:00","2022/01/01 2:00:00",6
192,"《休剣の手入れ》ユージオ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/12/01 7:00:00","2022/01/01 2:00:00",7
193,"《物思い耽る午後》アリス",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/12/01 7:00:00","2022/01/01 2:00:00",8
194,"《想い馳せる窓辺》キリト",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2022/01/01 7:00:00","2022/02/01 2:00:00",9
195,"《光の巫女》アリス",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2022/01/01 7:00:00","2022/02/01 2:00:00",10
196,"《悪戯な視線》シノン",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2022/01/01 7:00:00","2022/02/01 2:00:00",11
197,"《悪戯なオネーサン》アルゴ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2022/02/01 7:00:00","2022/03/01 2:00:00",12
198,"《勇猛な巨躯》エギル",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2022/02/01 7:00:00","2022/03/01 2:00:00",13
199,"《花舞う昼下がり》ユージオ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2022/02/01 7:00:00","2022/03/01 2:00:00",14
200,"《愛の誓い》アスナ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2022/03/01 7:00:00","2022/04/01 2:00:00",15
201,"《恋するお人形》リズベット",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2022/03/01 7:00:00","2022/04/01 2:00:00",16
202,"《おやつ・タイム！》シリカ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2022/03/01 7:00:00","2022/04/01 2:00:00",17
203,"《信頼の口付け》リズベット",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2022/04/01 7:00:00","2022/05/01 2:00:00",18
204,"《妖精の決闘》キリト",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2022/04/01 7:00:00","2022/05/01 2:00:00",19
205,"《妖精の戯れ》リーファ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2022/04/01 7:00:00","2022/05/01 2:00:00",20
206,"《宙吊りプラント》シリカ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2022/05/01 7:00:00","2022/06/07 2:00:00",21
207,"《南風に吹かれて》リーファ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2022/05/01 7:00:00","2022/06/07 2:00:00",22
208,"《穏やかな一時》アスナ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2022/05/01 7:00:00","2022/06/07 2:00:00",23
5000,"《神域の双剣使い》キリト",,-1,-1,0,-1,5,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/03/08 2:00:00",99
5001,"《流麗なる剣士》アスナ",,-1,-1,0,-1,5,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/03/08 2:00:00",98
5002,"《反撃の烽火》リズベット",,-1,-1,0,-1,5,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/03/08 2:00:00",97
5003,"《神速の黒き閃光》ユウキ",,-1,-1,0,-1,5,-1,False,0,0,0,0,0,"2022/03/08 7:00:00","2022/06/07 2:00:00",96
5004,"《空島繋ぐ架け橋》レイン",,-1,-1,0,-1,5,-1,False,0,0,0,0,0,"2022/03/08 7:00:00","2022/06/07 2:00:00",95
5005,"《陽光香る笑み》アルゴ",,-1,-1,0,-1,5,-1,False,0,0,0,0,0,"2022/03/08 7:00:00","2022/06/07 2:00:00",94
10000,"《黒の剣士》キリト",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2020/12/01 7:00:00","2021/12/14 2:00:00",37
10001,"《一条の閃光》アスナ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2020/12/01 7:00:00","2021/12/14 2:00:00",36
10002,"《薫風の瞳》リーファ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2020/12/01 7:00:00","2021/12/14 2:00:00",35
10003,"《冥界の女神》シノン",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2020/12/01 7:00:00","2021/12/14 2:00:00",34
10004,"《征野の刀工》リズベット",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2020/12/01 7:00:00","2021/12/14 2:00:00",33
10005,"《可憐なる竜使い》シリカ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2020/12/01 7:00:00","2021/12/14 2:00:00",32
10006,"《真朱の武人》クライン",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2020/12/01 7:00:00","2021/12/14 2:00:00",31
10007,"《剛腕の威風》エギル",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2020/12/01 7:00:00","2021/12/14 2:00:00",30
10008,"《絶剣》ユウキ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2020/12/01 7:00:00","2021/12/14 2:00:00",29
10009,"《香染の諜報者》アルゴ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2020/12/01 7:00:00","2021/12/14 2:00:00",28
10010,"《人界の守り手》アリス",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2020/12/01 7:00:00","2021/12/14 2:00:00",27
10011,"《精勤す修剣士》ユージオ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2020/12/01 7:00:00","2021/12/14 2:00:00",26
10012,"《多刀流の使い手》レイン",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2020/12/01 7:00:00","2021/12/14 2:00:00",25
10013,"ブラックプレート",,1,-1,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",24
10014,"エペ・ド・マルブル",,1,-1,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",23
10015,"エリュシデータ",,5,-1,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",22
10016,"アロンダイト",,5,-1,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",21
10017,"スクレープ",,5,-1,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",20
10018,"ムラマサ",,5,-1,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",19
10019,"ヴィズィー・ガジェット",,5,-1,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",18
10020,"ヴェンデッタ",,5,-1,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",17
10021,"ジャイアント・タスク",,5,-1,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",16
10022,"フェイルノート",,5,-1,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",15
10023,"MEBRカスタム",,5,-1,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",14
10024,"スヴェル",,5,-1,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",13
10025,"ヒーローコード：斬耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",12
10026,"ヒーローコード：打耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",11
10027,"ヒーローコード：突耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",10
10028,"ヒーローコード：火耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",9
10029,"ヒーローコード：水耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",8
10030,"ヒーローコード：風耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",7
10031,"ヒーローコード：土耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",6
10032,"ヒーローコード：聖耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",5
10033,"ヒーローコード：闇耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",4
10034,"ヒーローコード：毒無効",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",3
10035,"ヒーローコード：混乱無効",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",2
10036,"ヒーローコード：封印無効",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",1
10037,"ヒーローコード：地震無効",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2021/01/01 7:00:00","2021/12/14 2:00:00",0
10038,"《黒の剣士》キリト",,-1,-1,0,-1,1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",47
10039,"《一条の閃光》アスナ",,-1,-1,0,-1,1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",46
10040,"《薫風の瞳》リーファ",,-1,-1,0,-1,1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",45
10041,"《冥界の女神》シノン",,-1,-1,0,-1,1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",44
10042,"《征野の刀工》リズベット",,-1,-1,0,-1,1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",43
10043,"《可憐なる竜使い》シリカ",,-1,-1,0,-1,1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",42
10044,"《真朱の武人》クライン",,-1,-1,0,-1,1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",41
10045,"《剛腕の威風》エギル",,-1,-1,0,-1,1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",40
10046,"《絶剣》ユウキ",,-1,-1,0,-1,1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",39
10047,"《香染の諜報者》アルゴ",,-1,-1,0,-1,1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",38
10048,"《人界の守り手》アリス",,-1,-1,0,-1,1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",37
10049,"《精勤す修剣士》ユージオ",,-1,-1,0,-1,1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",36
10050,"《多刀流の使い手》レイン",,-1,-1,0,-1,1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",35
10051,"エリュシデータ",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",34
10052,"アロンダイト",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",33
10053,"スクレープ",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",32
10054,"ムラマサ",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",31
10055,"ウィズィー・ガジェット",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",30
10056,"ヴェンデッタ",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",29
10057,"ジャイアント・タスク",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",28
10058,"フェイルノート",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",27
10059,"MEBRマニアック",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",26
10060,"スヴェル",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",25
10061,"ブラックプレート",,1,-1,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",24
10062,"エペ・ド・マルブル",,1,-1,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",23
10063,"ヒーローコード：斬耐性",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",22
10064,"ヒーローコード：打耐性",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",21
10065,"ヒーローコード：突耐性",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",20
10066,"ヒーローコード：火耐性",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",19
10067,"ヒーローコード：水耐性",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",18
10068,"ヒーローコード：風耐性",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",17
10069,"ヒーローコード：土耐性",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",16
10070,"ヒーローコード：聖耐性",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",15
10071,"ヒーローコード：闇耐性",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",14
10072,"ヒーローコード：毒無効",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",13
10073,"ヒーローコード：混乱無効",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",12
10074,"ヒーローコード：封印無効",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",11
10075,"ヒーローコード：地震無効",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",10
10076,"ウェポンコード：火属性",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",9
10077,"ウェポンコード：水属性",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",8
10078,"ウェポンコード：風属性",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",7
10079,"ウェポンコード：土属性",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",6
10080,"ウェポンコード：聖属性",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",5
10081,"ウェポンコード：闇属性",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",4
10082,"ウェポンコード：毒",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",3
10083,"ウェポンコード：麻痺",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",2
10084,"ウェポンコード：混乱",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",1
10085,"ウェポンコード：封印",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2021/12/14 7:00:00","2022/06/07 2:00:00",0
15000,"《想い馳せる窓辺》キリト",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",64
15001,"《妖精の決闘》キリト",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",63
15002,"《愛の誓い》アスナ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",62
15003,"《水妖精の導き》アスナ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",61
15004,"《秘めた胸奥》リーファ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",60
15005,"《南風に吹かれて》リーファ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",59
15006,"《疾風迅雷》シノン",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",58
15007,"《同朋の待望》シノン",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",57
15008,"《信頼の口付け》リズベット",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",56
15009,"《恋するお人形》リズベット",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",55
15010,"《宙吊りプラント》シリカ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",54
15011,"《あどけない笑み》シリカ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",53
15012,"《武人の少憩》クライン",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",52
15013,"《跳躍の托生》クライン",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",51
15014,"《金剛なる体躯》エギル",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",50
15015,"《勇猛な巨躯》エギル",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",49
15016,"《君との内緒事》ユウキ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",48
15017,"《おすわりリトル》ユウキ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",47
15018,"《悪戯なオネーサン》アルゴ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",46
15019,"《隠された素顔》アルゴ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",45
15020,"《固守の決意》アリス",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",44
15021,"《光の巫女》アリス",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",43
15022,"《奇想の相棒》ユージオ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",42
15023,"《休剣の手入れ》ユージオ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",41
15024,"《赤面プラクティカ》レイン",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",40
15025,"《胸躍る一歩》レイン",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",39
15026,"《安らぎの我が家》キリト",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",38
15027,"《穏やかな一時》アスナ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",37
15028,"《小径の花環》アスナ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",36
15029,"《妖精の戯れ》リーファ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",35
15030,"《寛ぎの我が家》リーファ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",34
15031,"《悪戯な視線》シノン",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",33
15032,"《幸せの青い鳥》シノン",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",32
15033,"《休日の談笑》リズベット",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",31
15034,"《約束の花束》リズベット",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",30
15035,"《おやつ・タイム！》シリカ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",29
15036,"《一輪の幼花》シリカ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",28
15037,"《さかさま花世界》ユウキ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",27
15038,"《秘密の甘邸》アルゴ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",26
15039,"《物思い耽る午後》アリス",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",25
15040,"《花舞う昼下がり》ユージオ",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",24
15041,"《晴天の君》レイン",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",23
15042,"《虹架かる団らん》レイン",,-1,-1,0,-1,3,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",22
15043,"エリュシデータ",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",21
15044,"アロンダイト",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",20
15045,"スクレープ",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",19
15046,"ムラマサ",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",18
15047,"ウィズィー・ガジェット",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",17
15048,"ヴェンデッタ",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",16
15049,"ジャイアント・タスク",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",15
15050,"フェイルノート",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",14
15051,"MEBRマニアック",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",13
15052,"スヴェル",,-1,-1,0,-1,2,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",12
15053,"プロパティアペンド",,-1,10000,0,-1,-1,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",8
15054,"コードイレイサー：1",,-1,10000,0,-1,-1,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",7
15055,"コードイレイサー：2",,-1,10000,0,-1,-1,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",6
15056,"コードイレイサー：3",,-1,10000,0,-1,-1,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",5
15057,"コードイレイサー：4",,-1,10000,0,-1,-1,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",4
15058,"EXPメモリ《グラン》",,-1,-1,0,-1,1,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",11
15059,"プラチナ《グラン》",,-1,-1,0,-1,1,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",10
15060,"ヒーローレベルアペンド《１》",,1,-1,0,-1,-1,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",3
15061,"ウェポンレベルアペンド《１》",,1,-1,0,-1,-1,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",2
15062,"アクセサリレベルアペンド《１》",,1,-1,0,-1,-1,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",1
15063,"サンキューギフト",,10,-1,0,-1,-1,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",0
15064,"EXPメモリ",,-1,50000,0,-1,-1,-1,False,0,0,0,0,0,"2022/06/07 7:00:00","2030/01/01",9
202901,"《伝説の始まり》キリト",,-1,-1,10006,3,-1,-1,False,0,0,0,0,0,"2020/12/08 7:00:00","2021/01/19 2:00:00",25
202902,"《閃光の救世主》アスナ",,-1,-1,10006,3,-1,-1,False,0,0,0,0,0,"2020/12/08 7:00:00","2021/01/19 2:00:00",24
202903,"《世界を結ぶ》キリト",,-1,-1,10006,3,-1,-1,False,0,0,0,0,0,"2020/12/08 7:00:00","2021/01/19 2:00:00",23
202904,"《永遠を共に》アスナ",,-1,-1,10006,3,-1,-1,False,0,0,0,0,0,"2020/12/08 7:00:00","2021/01/19 2:00:00",22
202905,"《見通せぬ未来》アリス",,-1,-1,10006,3,-1,-1,False,0,0,0,0,0,"2020/12/08 7:00:00","2021/01/19 2:00:00",21
202906,"《決意を秘めて》イーディス",,-1,-1,10006,3,-1,-1,False,0,0,0,0,0,"2020/12/08 7:00:00","2021/01/19 2:00:00",20
202907,"《立ち向かう意志》ロニエ",,-1,-1,10006,3,-1,-1,False,0,0,0,0,0,"2020/12/08 7:00:00","2021/01/19 2:00:00",19
202908,"《惑う心》ティーゼ",,-1,-1,10006,3,-1,-1,False,0,0,0,0,0,"2020/12/08 7:00:00","2021/01/19 2:00:00",18
202909,"《薄青の精鋭》エントキア",,-1,-1,10006,3,-1,-1,False,0,0,0,0,0,"2020/12/08 7:00:00","2021/01/19 2:00:00",17
202910,"《萌ゆる深緑》ネルギウス",,-1,-1,10006,3,-1,-1,False,0,0,0,0,0,"2020/12/08 7:00:00","2021/01/19 2:00:00",16
