RewardTableId,UnanalyzedLogGradeId,CommonRewardId,CommonRewardType
2830,2,107000020,1
2831,2,107000030,1
2832,2,107000040,1
2833,3,107000050,1
2834,3,107000060,1
2835,3,107000070,1
2836,3,107000080,1
2837,1,108000010,1
2838,2,108000020,1
2839,2,108000030,1
2840,2,108000040,1
2841,3,108000050,1
2842,3,108000060,1
2843,3,108000070,1
2844,3,108000080,1
2845,1,109000010,1
2846,2,109000020,1
2847,2,109000030,1
2848,2,109000040,1
2849,3,109000050,1
2850,3,109000060,1
2851,3,109000070,1
2852,3,109000080,1
2853,1,110000010,1
2854,2,110000020,1
2855,2,110000030,1
2856,2,110000040,1
2857,3,110000050,1
2858,3,110000060,1
2859,3,110000070,1
2860,3,110000080,1
2861,2,180001,3
2863,1,107000000,2
2864,2,107000001,2
2865,3,107000002,2
2866,4,107000003,2
2867,5,107000004,2
2868,1,120000000,2
2869,2,120000001,2
2870,3,120000002,2
2871,4,120000003,2
2872,5,120000004,2
2874,3,110000070,1
2875,3,110000080,1
2876,4,110000100,1
2877,5,110000110,1
2878,1,107000000,2
2879,2,107000001,2
2880,3,107000002,2
2881,4,107000003,2
2882,5,107000004,2
2883,1,120000000,2
2884,2,120000001,2
2885,3,120000002,2
2886,4,120000003,2
2887,5,120000004,2
2888,3,120023,3
2889,3,120033,3
2890,3,120043,3
2891,3,120053,3
2892,4,120024,3
2893,4,120034,3
2894,4,120044,3
2895,4,120054,3
2896,3,120240,3
2897,3,120250,3
2898,3,120260,3
2899,3,120270,3
2900,3,120300,3
2901,3,120310,3
2902,3,120320,3
2903,3,120330,3
2904,3,120340,3
2905,3,120350,3
2906,3,120360,3
2907,3,120370,3
2908,3,120380,3
2909,3,120390,3
2910,3,120400,3
2911,3,120410,3
2912,3,120420,3
2913,3,120430,3
2914,3,120450,3
2915,3,120460,3
2916,3,120550,3
2917,3,120560,3
2918,3,120570,3
2919,3,120990,3
2920,3,121000,3
2921,3,121010,3
2922,3,121020,3
2923,4,140000,3
2924,4,150010,3
2925,4,150020,3
2926,4,150030,3
2927,4,150040,3
2929,3,108000060,1
2930,3,108000070,1
2931,3,108000080,1
2932,3,107000050,1
2933,4,108000100,1
2934,4,105000090,1
2935,5,108000110,1
2936,1,108000000,2
2937,2,108000001,2
2938,3,108000002,2
2939,4,108000003,2
2940,5,108000004,2
2941,1,120000000,2
2942,2,120000001,2
2943,3,120000002,2
2944,4,120000003,2
2945,5,120000004,2
2946,3,170004,3
2948,3,102000060,1
2949,3,102000070,1
2950,3,102000080,1
2951,3,103000050,1
2952,3,105000050,1
2953,4,102000100,1
2954,4,102000110,1
2955,4,106000090,1
2956,4,109000090,1
2957,5,102000120,1
2958,1,102000000,2
2959,2,102000001,2
2960,3,102000002,2
2961,4,102000003,2
2962,5,102000004,2
2963,1,112000000,2
2964,2,112000001,2
2965,3,112000002,2
2966,4,112000003,2
2967,5,112000004,2
2968,3,170004,3
2970,3,101000050,1
2971,3,101000060,1
2972,3,101000080,1
2973,3,103000060,1
2974,3,103000070,1
2975,3,103000080,1
2976,3,101000040,1
2977,3,109000060,1
2978,3,109000070,1
2979,3,109000080,1
2980,3,110000050,1
2981,4,101000090,1
2982,4,102000090,1
2983,4,103000100,1
2984,4,101000100,1
2985,4,101000110,1
2986,4,109000100,1
2987,5,101000120,1
2988,5,103000120,1
2989,5,109000110,1
2990,1,101000000,2
2991,2,101000001,2
2992,3,101000002,2
2993,4,101000008,2
2994,5,101000004,2
2995,1,112000000,2
2996,2,112000001,2
2997,3,112000002,2
2998,4,112000003,2
2999,5,112000004,2
3000,3,120023,3
3001,3,120033,3
3002,3,120043,3
3003,3,120053,3
3004,4,120024,3
3005,4,120034,3
3006,4,120044,3
3007,4,120054,3
3008,3,120240,3
3009,3,120250,3
3010,3,120260,3
3011,3,120270,3
3012,3,120300,3
3013,3,120310,3
3014,3,120320,3
3015,3,120330,3
3016,3,120340,3
3017,3,120350,3
3018,3,120360,3
3019,3,120370,3
3020,3,120380,3
3021,3,120390,3
3022,3,120400,3
3023,3,120410,3
3024,3,120420,3
3025,3,120430,3
3026,3,120450,3
3027,3,120460,3
3028,3,120550,3
3029,3,120560,3
3030,3,120570,3
3031,3,120990,3
3032,3,121000,3
3033,3,121010,3
3034,3,121020,3
3035,4,140000,3
3036,4,150010,3
3037,4,150020,3
3038,4,150030,3
3039,4,150040,3
3041,3,105000060,1
3042,3,105000070,1
3043,3,105000080,1
3044,3,104000050,1
3045,3,106000050,1
3046,4,105000100,1
3047,4,105000110,1
3048,4,108000090,1
3049,4,110000090,1
3050,5,105000120,1
3051,1,109000000,2
3052,2,109000001,2
3053,3,109000002,2
3054,4,109000003,2
3055,5,109000004,2
3056,1,112000000,2
3057,2,112000001,2
3058,3,112000002,2
3059,4,112000003,2
3060,5,112000004,2
3061,3,170004,3
3063,3,107000060,1
3064,3,107000070,1
3065,3,107000080,1
3066,3,108000050,1
3067,3,109000050,1
3068,4,107000100,1
3069,4,103000090,1
3070,5,107000110,1
3071,1,105000000,2
3072,2,105000001,2
3073,3,105000002,2
3074,4,105000003,2
3075,5,105000004,2
3076,1,120000000,2
3077,2,120000001,2
3078,3,120000002,2
3079,4,120000003,2
3080,5,120000004,2
3081,3,130023,3
3082,3,130033,3
3083,3,130043,3
3084,3,130053,3
3085,4,130024,3
3086,4,130034,3
3087,4,130044,3
3088,4,130054,3
3089,3,130060,3
3090,3,130070,3
3091,3,130080,3
3092,3,130090,3
3093,3,130100,3
3094,3,130110,3
3095,3,130120,3
3096,3,130130,3
3097,3,130140,3
3098,3,130150,3
3099,3,130160,3
3100,3,130170,3
3101,3,130180,3
3102,3,130190,3
3103,3,130200,3
3104,3,130420,3
3105,3,130510,3
3106,3,130520,3
3107,3,130530,3
3108,3,130540,3
3109,3,130660,3
3110,4,140000,3
3111,4,150010,3
3112,4,150020,3
3113,4,150030,3
3114,4,150040,3
3116,3,106000060,1
3117,3,106000070,1
3118,3,106000080,1
3119,3,101000070,1
3120,3,110000060,1
3121,4,106000100,1
3122,4,106000110,1
3123,4,104000090,1
3124,5,106000120,1
3125,1,103000000,2
3126,2,103000001,2
3127,3,103000002,2
3128,4,103000003,2
3129,5,103000004,2
3130,1,112000000,2
3131,2,112000001,2
3132,3,112000002,2
3133,4,112000003,2
3134,5,112000004,2
3135,3,170004,3
3137,3,104000060,1
3138,3,104000070,1
3139,3,104000080,1
3140,3,102000050,1
3141,4,104000100,1
3142,4,104000110,1
3143,4,107000090,1
3144,5,104000120,1
3145,1,111000000,2
3146,2,111000001,2
3147,3,111000002,2
3148,4,111000003,2
3149,5,111000004,2
3150,1,120000000,2
3151,2,120000001,2
3152,3,120000002,2
3153,4,120000003,2
3154,5,120000004,2
3155,3,110023,3
3156,3,110033,3
3157,3,110043,3
3158,3,110053,3
3159,4,110024,3
3160,4,110034,3
3161,4,110044,3
3162,4,110054,3
3163,3,110060,3
3164,3,110070,3
3165,3,110080,3
3166,3,110090,3
3167,3,110100,3
3168,3,110110,3
3169,3,110120,3
3170,3,110130,3
3171,3,110140,3
3172,3,110150,3
3173,3,110160,3
3174,3,110170,3
3175,3,110180,3
3176,3,110190,3
3177,3,110200,3
3178,3,110210,3
3179,3,110220,3
3180,3,110230,3
3181,3,110240,3
3182,3,110250,3
3183,3,110260,3
3184,3,110270,3
3185,3,110620,3
3186,3,110670,3
3187,4,140000,3
3188,4,150010,3
3189,4,150020,3
3190,4,150030,3
3191,4,150040,3
3193,3,101000050,1
3194,3,101000060,1
3195,3,101000080,1
3196,3,103000060,1
3197,3,103000070,1
3198,3,103000080,1
3199,3,101000040,1
3200,3,109000060,1
3201,3,109000070,1
3202,3,109000080,1
3203,3,110000050,1
3204,4,101000090,1
3205,4,102000090,1
3206,4,103000100,1
3207,4,101000100,1
3208,4,101000110,1
3209,4,109000100,1
3210,5,101000120,1
3211,5,103000120,1
3212,5,109000110,1
3213,1,101000000,2
3214,2,101000001,2
3215,3,101000002,2
3216,4,101000008,2
3217,5,101000004,2
3218,1,120000000,2
3219,2,120000001,2
3220,3,120000002,2
3221,4,120000003,2
3222,5,120000004,2
3223,3,170004,3
3225,3,110000070,1
3226,3,110000080,1
3227,4,110000100,1
3228,5,110000110,1
3229,1,107000000,2
3230,2,107000001,2
3231,3,107000002,2
3232,4,107000003,2
3233,5,107000004,2
3234,1,120000000,2
3235,2,120000001,2
3236,3,120000002,2
3237,4,120000003,2
3238,5,120000004,2
3239,3,180004,3
3241,3,105000060,1
3242,3,105000070,1
3243,3,105000080,1
3244,3,104000050,1
3245,3,106000050,1
3246,4,105000100,1
3247,4,105000110,1
3248,4,108000090,1
3249,4,110000090,1
3250,5,105000120,1
3251,1,109000000,2
3252,2,109000001,2
3253,3,109000002,2
3254,4,109000003,2
3255,5,109000004,2
3256,1,112000000,2
3257,2,112000001,2
3258,3,112000002,2
3259,4,112000003,2
3260,5,112000004,2
3261,3,170004,3
3263,3,108000060,1
3264,3,108000070,1
3265,3,108000080,1
3266,3,107000050,1
3267,4,108000100,1
3268,4,105000090,1
3269,5,108000110,1
3270,1,108000000,2
3271,2,108000001,2
3272,3,108000002,2
3273,4,108000003,2
3274,5,108000004,2
3275,1,120000000,2
3276,2,120000001,2
3277,3,120000002,2
3278,4,120000003,2
3279,5,120000004,2
3280,4,120024,3
3281,4,120034,3
3282,4,120044,3
3283,4,120054,3
3284,3,120240,3
3285,3,120250,3
3286,3,120260,3
3287,3,120270,3
3288,3,120300,3
3289,3,120310,3
3290,3,120320,3
3291,3,120330,3
3292,3,120340,3
3293,3,120350,3
3294,3,120360,3
3295,3,120370,3
3296,3,120380,3
3297,3,120390,3
3298,3,120400,3
3299,3,120410,3
3300,3,120420,3
3301,3,120430,3
3302,3,120450,3
3303,3,120460,3
3304,3,120550,3
3305,3,120560,3
3306,3,120570,3
3307,3,120990,3
3308,3,121000,3
3309,3,121010,3
3310,3,121020,3
3311,4,140000,3
3312,4,150010,3
3313,4,150020,3
3314,4,150030,3
3315,4,150040,3
3317,3,104000060,1
3318,3,104000070,1
3319,3,104000080,1
3320,3,102000050,1
3321,4,104000100,1
3322,4,104000110,1
3323,4,107000090,1
3324,5,104000120,1
3325,1,111000000,2
3326,2,111000001,2
3327,3,111000002,2
3328,4,111000003,2
3329,5,111000004,2
3330,1,120000000,2
3331,2,120000001,2
3332,3,120000002,2
3333,4,120000003,2
3334,5,120000004,2
3335,4,110024,3
3336,4,110034,3
3337,4,110044,3
3338,4,110054,3
3339,3,110060,3
3340,3,110070,3
3341,3,110080,3
3342,3,110090,3
3343,3,110100,3
3344,3,110110,3
3345,3,110120,3
3346,3,110130,3
3347,3,110140,3
3348,3,110150,3
3349,3,110160,3
3350,3,110170,3
3351,3,110180,3
3352,3,110190,3
3353,3,110200,3
3354,3,110210,3
3355,3,110220,3
3356,3,110230,3
3357,3,110240,3
3358,3,110250,3
3359,3,110260,3
3360,3,110270,3
3361,3,110620,3
3362,3,110670,3
3363,4,140000,3
3364,4,150010,3
3365,4,150020,3
3366,4,150030,3
3367,4,150040,3
3369,3,101000050,1
3370,3,101000060,1
3371,3,101000080,1
3372,3,103000060,1
3373,3,103000070,1
3374,3,103000080,1
3375,3,101000040,1
3376,3,109000060,1
3377,3,109000070,1
3378,3,109000080,1
3379,3,110000050,1
3380,4,101000090,1
3381,4,102000090,1
3382,4,103000100,1
3383,4,101000100,1
3384,4,101000110,1
3385,4,109000100,1
3386,5,101000120,1
3387,5,103000120,1
3388,5,109000110,1
3389,1,101000000,2
3390,2,101000001,2
3391,3,101000002,2
3392,4,101000008,2
3393,5,101000004,2
3394,1,112000000,2
3395,2,112000001,2
3396,3,112000002,2
3397,4,112000003,2
3398,5,112000004,2
3399,3,170004,3
3401,3,107000060,1
3402,3,107000070,1
3403,3,107000080,1
3404,3,108000050,1
3405,3,109000050,1
3406,4,107000100,1
3407,4,103000090,1
3408,5,107000110,1
3409,1,105000000,2
3410,2,105000001,2
3411,3,105000002,2
3412,4,105000003,2
3413,5,105000004,2
3414,1,120000000,2
3415,2,120000001,2
3416,3,120000002,2
3417,4,120000003,2
3418,5,120000004,2
3419,4,120024,3
3420,4,120034,3
3421,4,120044,3
3422,4,120054,3
3423,3,120240,3
3424,3,120250,3
3425,3,120260,3
3426,3,120270,3
3427,3,120300,3
3428,3,120310,3
3429,3,120320,3
3430,3,120330,3
3431,3,120340,3
3432,3,120350,3
3433,3,120360,3
3434,3,120370,3
3435,3,120380,3
3436,3,120390,3
3437,3,120400,3
3438,3,120410,3
3439,3,120420,3
3440,3,120430,3
3441,3,120450,3
3442,3,120460,3
3443,3,120550,3
3444,3,120560,3
3445,3,120570,3
3446,3,120990,3
3447,3,121000,3
3448,3,121010,3
3449,3,121020,3
3450,4,140000,3
3451,4,150010,3
3452,4,150020,3
3453,4,150030,3
3454,4,150040,3
3456,3,108000060,1
3457,3,108000070,1
3458,3,108000080,1
3459,3,107000050,1
3460,4,108000100,1
3461,4,105000090,1
3462,5,108000110,1
3463,1,108000000,2
3464,2,108000001,2
3465,3,108000002,2
3466,4,108000003,2
3467,5,108000004,2
3468,1,120000000,2
3469,2,120000001,2
3470,3,120000002,2
3471,4,120000003,2
3472,5,120000004,2
3473,3,170004,3
3475,3,102000060,1
3476,3,102000070,1
3477,3,102000080,1
3478,3,103000050,1
3479,3,105000050,1
3480,4,102000100,1
3481,4,102000110,1
3482,4,106000090,1
3483,4,109000090,1
3484,5,102000120,1
3485,1,102000000,2
3486,2,102000001,2
3487,3,102000002,2
3488,4,102000003,2
3489,5,102000004,2
3490,1,112000000,2
3491,2,112000001,2
3492,3,112000002,2
3493,4,112000003,2
3494,5,112000004,2
3495,3,180004,3
3497,3,106000060,1
3498,3,106000070,1
3499,3,106000080,1
3500,3,101000070,1
3501,3,110000060,1
3502,4,106000100,1
3503,4,106000110,1
3504,4,104000090,1
3505,5,106000120,1
3506,1,103000000,2
3507,2,103000001,2
3508,3,103000002,2
3509,4,103000003,2
3510,5,103000004,2
3511,1,112000000,2
3512,2,112000001,2
3513,3,112000002,2
3514,4,112000003,2
3515,5,112000004,2
3516,4,130024,3
3517,4,130034,3
3518,4,130044,3
3519,4,130054,3
3520,3,130060,3
3521,3,130070,3
3522,3,130080,3
3523,3,130090,3
3524,3,130100,3
3525,3,130110,3
3526,3,130120,3
3527,3,130130,3
3528,3,130140,3
3529,3,130150,3
3530,3,130160,3
3531,3,130170,3
3532,3,130180,3
3533,3,130190,3
3534,3,130200,3
3535,3,130420,3
3536,3,130510,3
3537,3,130520,3
3538,3,130530,3
3539,3,130540,3
3540,3,130660,3
3541,4,140000,3
3542,4,150010,3
3543,4,150020,3
3544,4,150030,3
3545,4,150040,3
3547,3,110000070,1
3548,3,110000080,1
3549,4,110000100,1
3550,5,110000110,1
3551,1,107000000,2
3552,2,107000001,2
3553,3,107000002,2
3554,4,107000003,2
3555,5,107000004,2
3556,1,120000000,2
3557,2,120000001,2
3558,3,120000002,2
3559,4,120000003,2
3560,5,120000004,2
3561,3,170004,3
3563,3,105000060,1
3564,3,105000070,1
3565,3,105000080,1
3566,3,104000050,1
3567,3,106000050,1
3568,4,105000100,1
3569,4,105000110,1
3570,4,108000090,1
3571,4,110000090,1
3572,5,105000120,1
3573,1,109000000,2
3574,2,109000001,2
3575,3,109000002,2
3576,4,109000003,2
3577,5,109000004,2
3578,1,112000000,2
3579,2,112000001,2
3580,3,112000002,2
3581,4,112000003,2
3582,5,112000004,2
3583,4,120024,3
3584,4,120034,3
3585,4,120044,3
3586,4,120054,3
3587,3,120240,3
3588,3,120250,3
3589,3,120260,3
3590,3,120270,3
3591,3,120300,3
3592,3,120310,3
3593,3,120320,3
3594,3,120330,3
3595,3,120340,3
3596,3,120350,3
3597,3,120360,3
3598,3,120370,3
3599,3,120380,3
3600,3,120390,3
3601,3,120400,3
3602,3,120410,3
3603,3,120420,3
3604,3,120430,3
3605,3,120450,3
3606,3,120460,3
3607,3,120550,3
3608,3,120560,3
3609,3,120570,3
3610,3,120990,3
3611,3,121000,3
3612,3,121010,3
3613,3,121020,3
3614,4,140000,3
3615,4,150010,3
3616,4,150020,3
3617,4,150030,3
3618,4,150040,3
3620,1,170000,3
3621,2,170001,3
3622,3,170002,3
3623,4,170003,3
3624,5,170004,3
3625,1,180000,3
3626,2,180001,3
3627,3,180002,3
3628,4,180003,3
3629,5,180004,3
3630,4,140000,3
3631,1,201000010,8
3632,1,292000010,8
3633,1,299000040,8
3634,1,299000070,8
3635,1,299000110,8
3636,1,299000120,8
3637,1,299000140,8
3638,2,202000010,8
3639,2,290000010,8
3640,2,299000010,8
3641,2,299000150,8
3642,2,299000190,8
3643,2,299000200,8
3644,2,299000210,8
3645,3,298000050,8
3646,3,298000060,8
3647,3,299000060,8
3648,3,299000170,8
3649,5,150010,3
3650,5,150020,3
3651,5,150030,3
3652,5,150040,3
3654,3,105000060,1
3655,3,105000070,1
3656,3,105000080,1
3657,3,104000050,1
3658,3,106000050,1
3659,4,105000100,1
3660,4,105000110,1
3661,4,108000090,1
3662,4,110000090,1
3663,5,105000120,1
3664,1,109000000,2
3665,2,109000001,2
3666,3,109000002,2
3667,4,109000003,2
3668,5,109000004,2
3669,1,112000000,2
3670,2,112000001,2
3671,3,112000002,2
3672,4,112000003,2
3673,5,112000004,2
3674,3,170004,3
3676,3,108000060,1
3677,3,108000070,1
3678,3,108000080,1
3679,3,107000050,1
3680,4,108000100,1
3681,4,105000090,1
3682,5,108000110,1
3683,1,108000000,2
3684,2,108000001,2
3685,3,108000002,2
3686,4,108000003,2
3687,5,108000004,2
3688,1,120000000,2
3689,2,120000001,2
3690,3,120000002,2
3691,4,120000003,2
3692,5,120000004,2
3693,3,180004,3
3695,3,106000060,1
3696,3,106000070,1
3697,3,106000080,1
3698,3,101000070,1
3699,3,110000060,1
3700,4,106000100,1
3701,4,106000110,1
3702,4,104000090,1
3703,5,106000120,1
3704,1,103000000,2
3705,2,103000001,2
3706,3,103000002,2
3707,4,103000003,2
3708,5,103000004,2
3709,1,112000000,2
3710,2,112000001,2
3711,3,112000002,2
3712,4,112000003,2
3713,5,112000004,2
3714,3,170004,3
3716,3,104000170,1
3717,1,115000000,2
3718,2,115000001,2
3719,3,115000002,2
3720,4,115000003,2
3721,5,115000004,2
3722,1,120000000,2
3723,2,120000001,2
3724,3,120000002,2
3725,4,120000003,2
3726,5,120000004,2
3727,4,120024,3
3728,4,120034,3
3729,4,120044,3
3730,4,120054,3
3731,3,120241,3
3732,3,120251,3
3733,3,120261,3
3734,3,120271,3
3735,3,120300,3
3736,3,120310,3
3737,3,120320,3
3738,3,120330,3
3739,3,120340,3
3740,3,120350,3
3741,3,120360,3
3742,3,120370,3
3743,3,120380,3
3744,3,120390,3
3745,3,120400,3
3746,3,120410,3
3747,3,120420,3
3748,3,120430,3
3749,3,120450,3
3750,3,120460,3
3751,3,120550,3
3752,3,120560,3
3753,3,120570,3
3754,3,120990,3
3755,3,121000,3
3756,3,121010,3
3757,3,121020,3
3758,4,140000,3
3759,4,150010,3
3760,4,150020,3
3761,4,150030,3
3762,4,150040,3
3764,3,102000060,1
3765,3,102000070,1
3766,3,102000080,1
3767,3,103000050,1
3768,3,105000050,1
3769,4,102000100,1
3770,4,102000110,1
3771,4,106000090,1
3772,4,109000090,1
3773,5,102000120,1
3774,1,102000000,2
3775,2,102000001,2
3776,3,102000002,2
3777,4,102000003,2
3778,5,102000004,2
3779,1,112000000,2
3780,2,112000001,2
3781,3,112000002,2
3782,4,112000003,2
3783,5,112000004,2
3784,4,110024,3
3785,4,110034,3
3786,4,110044,3
3787,4,110054,3
3788,3,110060,3
3789,3,110070,3
3790,3,110080,3
3791,3,110090,3
3792,3,110100,3
3793,3,110110,3
3794,3,110120,3
3795,3,110130,3
3796,3,110140,3
3797,3,110150,3
3798,3,110160,3
3799,3,110170,3
3800,3,110180,3
3801,3,110190,3
3802,3,110200,3
3803,3,110210,3
3804,3,110220,3
3805,3,110230,3
3806,3,110240,3
3807,3,110250,3
3808,3,110260,3
3809,3,110270,3
3810,3,110620,3
3811,3,110670,3
3812,4,140000,3
3813,4,150010,3
3814,4,150020,3
3815,4,150030,3
3816,4,150040,3
3818,3,104000060,1
3819,3,104000070,1
3820,3,104000080,1
3821,3,102000050,1
3822,4,104000100,1
3823,4,104000110,1
3824,4,107000090,1
3825,5,104000120,1
3826,1,111000000,2
3827,2,111000001,2
3828,3,111000002,2
3829,4,111000003,2
3830,5,111000004,2
3831,1,120000000,2
3832,2,120000001,2
3833,3,120000002,2
3834,4,120000003,2
3835,5,120000004,2
3836,4,110024,3
3837,4,110034,3
3838,4,110044,3
3839,4,110054,3
3840,3,110060,3
3841,3,110070,3
3842,3,110080,3
3843,3,110090,3
3844,3,110100,3
3845,3,110110,3
3846,3,110120,3
3847,3,110130,3
3848,3,110140,3
3849,3,110150,3
3850,3,110160,3
3851,3,110170,3
3852,3,110180,3
3853,3,110190,3
3854,3,110200,3
3855,3,110210,3
3856,3,110220,3
3857,3,110230,3
3858,3,110240,3
3859,3,110250,3
3860,3,110260,3
3861,3,110270,3
3862,3,110620,3
3863,3,110670,3
3864,4,140000,3
3865,4,150010,3
3866,4,150020,3
3867,4,150030,3
3868,4,150040,3
3870,3,110000070,1
3871,3,110000080,1
3872,4,110000100,1
3873,5,110000110,1
3874,1,107000000,2
3875,2,107000001,2
3876,3,107000002,2
3877,4,107000003,2
3878,5,107000004,2
3879,1,120000000,2
3880,2,120000001,2
3881,3,120000002,2
3882,4,120000003,2
3883,5,120000004,2
3884,4,130024,3
3885,4,130034,3
3886,4,130044,3
3887,4,130054,3
3888,3,130060,3
3889,3,130070,3
3890,3,130080,3
3891,3,130090,3
3892,3,130100,3
3893,3,130110,3
3894,3,130120,3
3895,3,130130,3
3896,3,130140,3
3897,3,130150,3
3898,3,130160,3
3899,3,130170,3
3900,3,130180,3
3901,3,130190,3
3902,3,130200,3
3903,3,130420,3
3904,3,130510,3
3905,3,130520,3
3906,3,130530,3
3907,3,130540,3
3908,3,130660,3
3909,4,140000,3
3910,4,150010,3
3911,4,150020,3
3912,4,150030,3
3913,4,150040,3
3915,3,101000050,1
3916,3,101000060,1
3917,3,101000080,1
3918,3,103000060,1
3919,3,103000070,1
3920,3,103000080,1
3921,3,101000040,1
3922,3,109000060,1
3923,3,109000070,1
3924,3,109000080,1
3925,3,110000050,1
3926,4,101000090,1
3927,4,102000090,1
3928,4,103000100,1
3929,4,101000100,1
3930,4,101000110,1
3931,4,109000100,1
3932,5,101000120,1
3933,5,101000160,1
3934,5,103000120,1
3935,5,109000110,1
3936,1,101000000,2
3937,2,101000001,2
3938,3,101000002,2
3939,4,101000008,2
3940,5,101000004,2
3941,1,120000000,2
3942,2,120000001,2
3943,3,120000002,2
3944,4,120000003,2
3945,5,120000004,2
3946,3,170004,3
3948,3,107000060,1
3949,3,107000070,1
3950,3,107000080,1
3951,3,108000050,1
3952,3,109000050,1
3953,4,107000100,1
3954,4,103000090,1
3955,5,107000110,1
3956,1,105000000,2
3957,2,105000001,2
3958,3,105000002,2
3959,4,105000003,2
3960,5,105000004,2
3961,1,120000000,2
3962,2,120000001,2
3963,3,120000002,2
3964,4,120000003,2
3965,5,120000004,2
3966,3,170004,3
3968,3,104000170,1
3969,1,115000000,2
3970,2,115000001,2
3971,3,115000002,2
3972,4,115000003,2
3973,5,115000004,2
3974,1,120000000,2
3975,2,120000001,2
3976,3,120000002,2
3977,4,120000003,2
3978,5,120000004,2
3979,4,120024,3
3980,4,120034,3
3981,4,120044,3
3982,4,120054,3
3983,3,120241,3
3984,3,120251,3
3985,3,120261,3
3986,3,120271,3
3987,3,120300,3
3988,3,120310,3
3989,3,120320,3
3990,3,120330,3
3991,3,120340,3
3992,3,120350,3
3993,3,120360,3
3994,3,120370,3
3995,3,120380,3
3996,3,120390,3
3997,3,120400,3
3998,3,120410,3
3999,3,120420,3
4000,3,120430,3
4001,3,120450,3
4002,3,120460,3
4003,3,120550,3
4004,3,120560,3
4005,3,120570,3
4006,3,120990,3
4007,3,121000,3
4008,3,121010,3
4009,3,121020,3
4010,4,140000,3
4011,4,150010,3
4012,4,150020,3
4013,4,150030,3
4014,4,150040,3
4016,1,101000000,2
4017,2,101000001,2
4018,3,101000002,2
4019,4,101000008,2
4020,5,101000012,2
4021,1,120000000,2
4022,2,120000001,2
4023,3,120000002,2
4024,4,120000003,2
4025,5,120000004,2
4027,1,101000000,2
4028,2,101000001,2
4029,3,101000002,2
4030,4,101000008,2
4031,5,101000011,2
4032,1,120000000,2
4033,2,120000001,2
4034,3,120000002,2
4035,4,120000003,2
4036,5,120000004,2
4038,3,101000050,1
4039,3,101000060,1
4040,3,101000080,1
4041,3,103000060,1
4042,3,103000070,1
4043,3,103000080,1
4044,3,101000040,1
4045,3,109000060,1
4046,3,109000070,1
4047,3,109000080,1
4048,3,110000050,1
4049,4,101000090,1
4050,4,102000090,1
4051,4,103000100,1
4052,4,101000100,1
4053,4,101000110,1
4054,4,109000100,1
4055,5,101000120,1
4056,5,101000160,1
4057,5,103000120,1
4058,5,109000110,1
4059,1,101000000,2
4060,2,101000001,2
4061,3,101000002,2
4062,4,101000008,2
4063,5,101000004,2
4064,1,120000000,2
4065,2,120000001,2
4066,3,120000002,2
4067,4,120000003,2
4068,5,120000004,2
4069,4,120024,3
4070,4,120034,3
4071,4,120044,3
4072,4,120054,3
4073,3,120241,3
4074,3,120251,3
4075,3,120261,3
4076,3,120271,3
4077,3,120300,3
4078,3,120310,3
4079,3,120320,3
4080,3,120330,3
4081,3,120340,3
4082,3,120350,3
4083,3,120360,3
4084,3,120370,3
4085,3,120380,3
4086,3,120390,3
4087,3,120400,3
4088,3,120410,3
4089,3,120420,3
4090,3,120430,3
4091,3,120450,3
4092,3,120460,3
4093,3,120550,3
4094,3,120560,3
4095,3,120570,3
4096,3,120990,3
4097,3,121000,3
4098,3,121010,3
4099,3,121020,3
4100,4,140000,3
4101,4,150010,3
4102,4,150020,3
4103,4,150030,3
4104,4,150040,3
4106,3,108000060,1
4107,3,108000070,1
4108,3,108000080,1
4109,3,107000050,1
4110,4,108000100,1
4111,4,105000090,1
4112,5,108000110,1
4113,1,108000000,2
4114,2,108000001,2
4115,3,108000002,2
4116,4,108000003,2
4117,5,108000004,2
4118,1,120000000,2
4119,2,120000001,2
4120,3,120000002,2
4121,4,120000003,2
4122,5,120000004,2
4123,3,170004,3
4125,3,102000060,1
4126,3,102000070,1
4127,3,102000080,1
4128,3,103000050,1
4129,3,105000050,1
4130,4,102000100,1
4131,4,102000110,1
4132,4,106000090,1
4133,4,109000090,1
4134,5,102000120,1
4135,1,102000000,2
4136,2,102000001,2
4137,3,102000002,2
4138,4,102000003,2
4139,5,102000004,2
4140,1,112000000,2
4141,2,112000001,2
4142,3,112000002,2
4143,4,112000003,2
4144,5,112000004,2
4145,4,110024,3
4146,4,110034,3
4147,4,110044,3
4148,4,110054,3
4149,3,110060,3
4150,3,110070,3
4151,3,110080,3
4152,3,110090,3
4153,3,110100,3
4154,3,110110,3
4155,3,110120,3
4156,3,110130,3
4157,3,110140,3
4158,3,110150,3
4159,3,110160,3
4160,3,110170,3
4161,3,110180,3
4162,3,110190,3
4163,3,110200,3
4164,3,110210,3
4165,3,110220,3
4166,3,110230,3
4167,3,110240,3
4168,3,110250,3
4169,3,110260,3
4170,3,110270,3
4171,3,110620,3
4172,3,110670,3
4173,4,140000,3
4174,4,150010,3
4175,4,150020,3
4176,4,150030,3
4177,4,150040,3
4179,3,104000170,1
4180,4,104000180,1
4181,5,104000190,1
4182,1,115000000,2
4183,2,115000001,2
4184,3,115000002,2
4185,4,115000003,2
4186,5,115000004,2
4187,1,120000000,2
4188,2,120000001,2
4189,3,120000002,2
4190,4,120000003,2
