HeroLogId,CharaId,Name,Nickname,Rarity,WeaponTypeId,HeroLogRoleId,CostumeTypeId,UnitId,DefaultEquipmentId1,DefaultEquipmentId2,SkillTableSubId,HpMin,HpMax,StrMin,StrMax,VitMin,VitMax,IntMin,IntMax,Property1PropertyId,Property1Value1,Property1Value2,Property2PropertyId,Property2Value1,Property2Value2,Property3PropertyId,Property3Value1,Property3Value2,Property4PropertyId,Property4Value1,Property4Value2,FlavorText,SalePrice,CompositionExp,AwakeningExp,Slot4UnlockLevel,Slot5UnlockLevel,CutinImage,CutinImageAwake,CutinUpperSideText,CharaCommentImage,CharaCommentImageAwake,QuestStartIntroduce,QuestStartIntroduceAwake,QuestCharaIcon,QuestCharaIconAwake,QuestCharaIconLoss,QuestCharaIconAwakeLoss,CollectionDisplayStartDate,CollectionEmptyFrameDisplayFlag,DateVersionId,
110000030,10,"アルゴ","空駆ける猫",2,4,4,0,110000030,203000000,-1,110000030,1140,114910,138,13788,55,5745,140,14520,1,0,0,1,0,0,2,0,0,99999,0,0,"新生ALOにおける平時の記録。<br>SAOほどの目立った活動こそない<br>ものの、情報屋としての彼女の腕<br>はいささかも衰えてはいない。",200,2000,100,10,20,"hlog_110000030_arg_2_01_dag","hlog_110000030_arg_2_01_dag",False,"Chara_comment/110000030","Chara_comment/110000030","110000030_cha","110000030_cha","Chara_icon/110000030","Chara_icon/110000030","Chara_icon_loss/110000030","Chara_icon_loss/110000030","2019/01/01",True,"1",
110000040,10,"アルゴ","疾風の戦爪",2,8,3,0,110000040,207000000,-1,110000040,1030,103420,108,11034,50,5170,170,17420,1,0,0,1,0,0,2,0,0,99999,0,0,"新生ALOにおける平時の記録。<br>SAOほどの目立った活動こそない<br>ものの、情報屋としての彼女の腕<br>はいささかも衰えてはいない。",200,2000,100,10,20,"hlog_110000040_arg_2_01_clw","hlog_110000040_arg_2_01_clw",False,"Chara_comment/110000040","Chara_comment/110000040","110000040_cha","110000040_cha","Chara_icon/110000040","Chara_icon/110000040","Chara_icon_loss/110000040","Chara_icon_loss/110000040","2019/01/01",True,"1",
110000050,10,"アルゴ","迅疾の快足",3,1,3,0,110000050,201000000,-1,110000050,1200,120660,126,12870,60,6035,200,20320,1,0,0,1,0,0,2,0,0,99999,0,0,"情報屋《鼠のアルゴ》。SAOβテ<br>スターでもあった彼女は、中堅以<br>下のプレイヤーに攻略情報を配布<br>するなど、支援にも注力した。",400,6000,100,10,20,"hlog_110000050_arg_3_01_oha","hlog_110000050_arg_3_01_oha",False,"Chara_comment/110000050","Chara_comment/110000050","110000050_cha","110000050_cha","Chara_icon/110000050","Chara_icon/110000050","Chara_icon_loss/110000050","Chara_icon_loss/110000050","2019/01/01",True,"1",
110000060,10,"アルゴ","看破する瞳",3,4,3,0,110000060,203000000,-1,110000060,1200,120660,126,12870,60,6035,200,20320,1,0,0,1,0,0,2,0,0,99999,0,0,"新生ALOにおける平時の記録。<br>SAOほどの目立った活動こそない<br>ものの、情報屋としての彼女の腕<br>はいささかも衰えてはいない。",400,6000,100,10,20,"hlog_110000060_arg_3_01_dag","hlog_110000060_arg_3_01_dag",False,"Chara_comment/110000060","Chara_comment/110000060","110000060_cha","110000060_cha","Chara_icon/110000060","Chara_icon/110000060","Chara_icon_loss/110000060","Chara_icon_loss/110000060","2019/01/01",True,"1",
110000070,10,"アルゴ","地馳せる素破",3,8,1,0,110000070,207000000,-1,110000070,1060,107250,192,19308,55,5365,170,16930,1,0,0,1,0,0,2,0,0,99999,0,0,"情報屋《鼠のアルゴ》。SAOβテ<br>スターでもあった彼女は、中堅以<br>下のプレイヤーに攻略情報を配布<br>するなど、支援にも注力した。",400,6000,100,10,20,"hlog_110000070_arg_3_01_clw","hlog_110000070_arg_3_01_clw",False,"Chara_comment/110000070","Chara_comment/110000070","110000070_cha","110000070_cha","Chara_icon/110000070","Chara_icon/110000070","Chara_icon_loss/110000070","Chara_icon_loss/110000070","2019/01/01",True,"1",
110000080,10,"アルゴ","香染の諜報者",3,8,4,0,110000080,207000000,-1,110000080,1330,134060,162,16086,65,6705,170,16930,1,0,0,1,0,0,2,0,0,99999,0,0,"情報屋《鼠のアルゴ》。SAOβテ<br>スターでもあった彼女は、中堅以<br>下のプレイヤーに攻略情報を配布<br>するなど、支援にも注力した。",400,6000,100,10,20,"hlog_110000080_arg_3_01_clw","hlog_110000080_arg_3_01_clw",False,"Chara_comment/110000080","Chara_comment/110000080","110000080_cha","110000080_cha","Chara_icon/110000080","Chara_icon/110000080","Chara_icon_loss/110000080","Chara_icon_loss/110000080","2019/01/01",True,"1",
110000090,10,"アルゴ","お茶目な情報屋",4,10,3,0,110000090,209000000,-1,110000090,1370,137890,144,14706,70,6895,230,23220,1,0,0,1,0,0,2,0,0,2,0,0,"得られる情報が金になるか否かが<br>彼女にとって価値判断の基準であ<br>り、それが無いものにはいささか<br>の情も持ち合わせていない。",800,10000,100,10,20,"hlog_110000090_arg_4_01_mac","hlog_110000090_arg_4_01_mac",False,"Chara_comment/110000090","Chara_comment/110000090","110000090_cha","110000090_cha","Chara_icon/110000090","Chara_icon/110000090","Chara_icon_loss/110000090","Chara_icon_loss/110000090","2019/01/01",True,"1",
110000100,10,"アルゴ","刻を望む双眸",4,8,4,0,110000100,207000000,-1,110000100,1520,153220,180,18384,75,7660,190,19350,1,0,0,1,0,0,2,0,0,2,0,0,"全ては金の為…そう思わせる言動<br>の多い彼女だが、その一方でプレ<br>イヤー全体への利益に繋がるもの<br>は無償で施すという一面も持つ。",800,10000,100,10,20,"hlog_110000100_arg_4_01_clw","hlog_110000100_arg_4_01_clw",False,"Chara_comment/110000100","Chara_comment/110000100","110000100_cha","110000100_cha","Chara_icon/110000100","Chara_icon/110000100","Chara_icon_loss/110000100","Chara_icon_loss/110000100","2019/01/01",True,"1",
110000110,10,"アルゴ","陽光香る笑み",5,8,3,0,110000110,207000000,-1,110000110,1540,155130,162,16548,75,7755,260,26130,1,0,0,1,0,0,2,0,0,2,0,0,"彼女と接する時には注意せねばな<br>らない、なぜならその無邪気な笑<br>みとは裏腹に、瞳は虎視眈々と情<br>報を見定めているからだ。",1600,20000,100,10,20,"hlog_110000110_arg_5_01_clw","hlog_110000111_arg_5_01_clw",False,"Chara_comment/110000110","Chara_comment/110000111","110000110_cha","110000111_cha","Chara_icon/110000110","Chara_icon/110000111","Chara_icon_loss/110000110","Chara_icon_loss/110000111","2019/01/01",True,"1",
110000120,10,"アルゴ","束の間の素顔",4,8,4,0,110000120,207000000,-1,110000120,1520,153220,180,18384,75,7660,190,19350,1,0,0,1,0,0,2,0,0,2,0,0,"おそらく数少ない、信頼した相手<br>のみへと向ける表情なのだろう。<br>情報屋でも戦士でもない、一個人<br>としての彼女が記録された一枚。",800,10000,100,10,20,"hlog_110000120_arg_4_01_clw","hlog_110000120_arg_4_01_clw",False,"Chara_comment/110000120","Chara_comment/110000120","110000120_cha","110000120_cha","Chara_icon/110000120","Chara_icon/110000120","Chara_icon_loss/110000120","Chara_icon_loss/110000120","2019/01/01",True,"1",
110000130,10,"アルゴ","万天に通ずる鼠",4,8,1,0,110000130,207000000,-1,110000130,1220,122570,216,22062,60,6130,190,19350,1,0,0,1,0,0,2,0,0,2,0,0,"精緻な情報を扱う立場や過去の言<br>動から、成熟した人格が伺える彼<br>女だが、それ以上に謎が多い人物<br>の一人でもある。",800,10000,100,10,20,"hlog_110000130_arg_4_01_clw","hlog_110000130_arg_4_01_clw",False,"Chara_comment/110000130","Chara_comment/110000130","110000130_cha","110000130_cha","Chara_icon/110000130","Chara_icon/110000130","Chara_icon_loss/110000130","Chara_icon_loss/110000130","2019/01/01",True,"1",
106000140,6,"シリカ","風光る笑み",4,4,3,0,106000140,203000000,-1,106000140,1150,116120,138,13932,60,5805,230,23220,1,0,0,1,0,0,2,0,0,2,0,0,"過酷なSAOの世界を生き抜いた彼<br>女だが、垣間見せる笑顔は決して<br>辛い記憶だけではなかったことを<br>物語る。",800,10000,100,10,20,"hlog_106000140_sil_4_01_dag","hlog_106000140_sil_4_01_dag",False,"Chara_comment/106000140","Chara_comment/106000140","106000140_cha","106000140_cha","Chara_icon/106000140","Chara_icon/106000140","Chara_icon_loss/106000140","Chara_icon_loss/106000140","2019/01/01",True,"1",
104000150,4,"シノン","一矢心髄の青き瞳",4,11,3,0,104000150,211000000,-1,104000150,1150,116120,168,17034,60,5805,210,21290,1,0,0,1,0,0,2,0,0,2,0,0,"孤独な闘いに別れを告げ、仲間と<br>ともに歩むことを知った彼女の心<br>には、いまや一分の乱れもない。",800,10000,100,10,20,"hlog_104000150_sin_4_01_bow","hlog_104000150_sin_4_01_bow",False,"Chara_comment/104000150","Chara_comment/104000150","104000150_cha","104000150_cha","Chara_icon/104000150","Chara_icon/104000150","Chara_icon_loss/104000150","Chara_icon_loss/104000150","2019/01/01",True,"1",
110000140,10,"アルゴ","凌刃の双鉤",4,8,3,0,110000140,207000000,-1,110000140,1370,137890,144,14706,70,6895,230,23220,1,0,0,1,0,0,2,0,0,2,0,0,"情報を扱う生業上、戦闘状態に入<br>る事は多いのだろう。彼女の身ご<br>なしは、並のプレイヤーを大きく<br>上回る。",800,10000,100,10,20,"hlog_110000140_arg_4_01_clw","hlog_110000140_arg_4_01_clw",False,"Chara_comment/110000140","Chara_comment/110000140","110000140_cha","110000140_cha","Chara_icon/110000140","Chara_icon/110000140","Chara_icon_loss/110000140","Chara_icon_loss/110000140","2019/01/01",True,"1",
102000160,2,"アスナ","勇猛なる治癒士",5,3,4,0,102000160,202000000,-1,102000160,1620,163300,216,21774,80,8165,220,21770,1,0,0,1,0,0,2,0,0,2,0,0,"新たな絆を得たことで、恐れを<br>捨て、何者にも正面から向き合<br>えるようになった彼女には、も<br>はや敵はいない。",1600,20000,100,10,20,"hlog_102000160_asu_5_01_rap","hlog_102000161_asu_5_01_rap",False,"Chara_comment/102000160","Chara_comment/102000161","102000160_cha","102000161_cha","Chara_icon/102000160","Chara_icon/102000161","Chara_icon_loss/102000160","Chara_icon_loss/102000161","2019/01/01",True,"1",
109000140,9,"ユウキ","絆抱く跳躍",5,1,3,0,109000140,201000000,-1,109000140,1620,163300,192,19158,75,7350,220,21770,1,0,0,1,0,0,2,0,0,2,0,0,"類稀なる剣技を誇っていた<br>《絶剣》だが、ALOにおいて新た<br>に結ばれた絆により、更なる躍<br>進を遂げた。",1600,20000,100,10,20,"hlog_109000140_yuu_5_01_oha","hlog_109000141_yuu_5_01_oha",False,"Chara_comment/109000140","Chara_comment/109000141","109000140_cha","109000141_cha","Chara_icon/109000140","Chara_icon/109000141","Chara_icon_loss/109000140","Chara_icon_loss/109000141","2019/01/01",True,"1",
104000140,4,"シノン","未来望む笑み",4,14,4,0,104000140,215000000,-1,104000140,1280,129020,210,21288,65,6450,180,17740,1,0,0,1,0,0,2,0,0,2,0,0,"Unknownという未知の世界へ<br>挑むとしても、彼女の顔が曇る<br>ことは無い。今や彼女には多く<br>の仲間がついているのだから。",800,10000,100,10,20,"hlog_104000140_sin_4_01_rif","hlog_104000140_sin_4_01_rif",False,"Chara_comment/104000140","Chara_comment/104000140","104000140_cha","104000140_cha","Chara_icon/104000140","Chara_icon/104000140","Chara_icon_loss/104000140","Chara_icon_loss/104000140","2019/01/01",True,"1",
102000170,2,"アスナ","真夏の眩耀",5,3,4,1,102000170,202000000,-1,102000170,1620,163300,216,21774,80,8165,220,21770,101000,50,0,1,0,0,2,0,0,2,0,0,"海辺を歩く彼女の姿は、誰が見て<br>も眩く輝いて見えるだろう。彼女<br>の瞳が何を捉えているのか、それ<br>を知る術はどこにも無い。",1600,20000,100,10,20,"hlog_102000170_asu_5_01_rap","hlog_102000171_asu_5_01_rap",False,"Chara_comment/102000170","Chara_comment/102000171","102000170_cha","102000171_cha","Chara_icon/102000170","Chara_icon/102000171","Chara_icon_loss/102000170","Chara_icon_loss/102000171","2019/01/01",True,"1",
103000150,3,"リーファ","魅惑の夏日",5,1,4,1,103000150,201000000,-1,103000150,1800,181440,216,21774,70,7260,220,21770,101000,50,0,1,0,0,2,0,0,2,0,0,"身体能力に長けた彼女だが、唯一<br>水泳だけは苦手意識が強い。抜か<br>りない準備運動の折、ふと目が<br>合ったのは偶然か必然か。",1600,20000,100,10,20,"hlog_103000150_lea_5_01_oha","hlog_103000151_lea_5_01_oha",False,"Chara_comment/103000150","Chara_comment/103000151","103000150_cha","103000151_cha","Chara_icon/103000150","Chara_icon/103000151","Chara_icon_loss/103000150","Chara_icon_loss/103000151","2019/01/01",True,"1",
104000160,4,"シノン","砂浜の女神",5,14,4,1,104000160,215000000,-1,104000160,1440,145150,240,23952,70,7260,200,19960,101000,50,0,1,0,0,2,0,0,2,0,0,"通り名さながらにビーチの視線を<br>集める彼女。目立つことには慣れ<br>ていない様子だが、彼女なりに海<br>を楽しんでいるようだ。",1600,20000,100,10,20,"hlog_104000160_sin_5_01_rif","hlog_104000161_sin_5_01_rif",False,"Chara_comment/104000160","Chara_comment/104000161","104000160_cha","104000161_cha","Chara_icon/104000160","Chara_icon/104000161","Chara_icon_loss/104000160","Chara_icon_loss/104000161","2019/01/01",True,"1",
101000160,1,"キリト","らぶりー・さーびす",5,1,1,0,101000160,201000000,-1,101000160,1440,145150,258,26130,70,7260,180,18140,1,0,0,1,0,0,2,0,0,2,0,0,"《GGO》のアバターが美少女然と<br>した姿である故か、男性である<br>にも関わらず、一部のプレイヤー<br>から人気を集めているらしい。",1600,20000,100,10,20,"hlog_101000160_kir_5_01_oha","hlog_101000161_kir_5_01_oha",False,"Chara_comment/101000160","Chara_comment/101000161","101000160_cha","101000161_cha","Chara_icon/101000160","Chara_icon/101000161","Chara_icon_loss/101000160","Chara_icon_loss/101000161","2019/01/01",True,"1",
102000180,2,"アスナ","信頼の寛ぎ",5,3,1,0,102000180,202000000,-1,102000180,1300,130640,258,26130,65,6530,220,21770,1,0,0,1,0,0,2,0,0,2,0,0,"完璧に思える彼女が、こうして<br>リラックスした姿を見せるのは<br>信頼の置ける相手を前にしたとき<br>だけであろう。",1600,20000,100,10,20,"hlog_102000180_asu_5_01_rap","hlog_102000181_asu_5_01_rap",False,"Chara_comment/102000180","Chara_comment/102000181","102000180_cha","102000181_cha","Chara_icon/102000180","Chara_icon/102000181","Chara_icon_loss/102000180","Chara_icon_loss/102000181","2019/01/01",True,"1",
101000150,1,"キリト","冒険への誘い",4,1,4,0,101000150,201000000,-1,101000150,1600,161280,192,19356,80,8065,160,16130,1,0,0,1,0,0,2,0,0,2,0,0,"未知の世界であるUnknownへと<br>足を踏み入れるにあたっても、彼<br>が怯むことは無い。新たなる冒険<br>の予感に、自然と笑みが浮かぶ。",800,10000,100,10,20,"hlog_101000150_kir_4_01_oha","hlog_101000150_kir_4_01_oha",False,"Chara_comment/101000150","Chara_comment/101000150","101000150_cha","101000150_cha","Chara_icon/101000150","Chara_icon/101000150","Chara_icon_loss/101000150","Chara_icon_loss/101000150","2019/01/01",True,"1",
103000140,3,"リーファ","胸躍る旅立ち",4,1,3,0,103000140,201000000,-1,103000140,1440,145150,156,15480,60,5805,230,23220,1,0,0,1,0,0,2,0,0,2,0,0,"新たな世界への旅立ちは、誰しも<br>心躍るものだ。彼女もまた仲間た<br>ちとの冒険を、新たな出会いを、<br>楽しみにしていることだろう。",800,10000,100,10,20,"hlog_103000140_lea_4_01_oha","hlog_103000140_lea_4_01_oha",False,"Chara_comment/103000140","Chara_comment/103000140","103000140_cha","103000140_cha","Chara_icon/103000140","Chara_icon/103000140","Chara_icon_loss/103000140","Chara_icon_loss/103000140","2019/01/01",True,"1",
102000150,2,"アスナ","共に歩む光",4,3,4,0,102000150,202000000,-1,102000150,1440,145150,192,19356,70,7260,190,19350,1,0,0,1,0,0,2,0,0,2,0,0,"彼女の真価は、その統率力と思い<br>やりによって、人々の能力を引き<br>出せることにある。この冒険にも<br>遺憾なく発揮されることだろう。",800,10000,100,10,20,"hlog_102000150_asu_4_01_rap","hlog_102000150_asu_4_01_rap",False,"Chara_comment/102000150","Chara_comment/102000150","102000150_cha","102000150_cha","Chara_icon/102000150","Chara_icon/102000150","Chara_icon_loss/102000150","Chara_icon_loss/102000150","2021/10/30 7:00:00",True,"1",
106000150,6,"シリカ","愛しの竜使い",5,4,1,0,106000150,203000000,-1,106000150,1150,116120,234,23514,60,5805,220,21770,1,0,0,1,0,0,2,0,0,2,0,0,"《SAO》中層ではアイドル的人気<br>を誇っていたという彼女。珍しい<br>竜使いだったせいでもあるが一番<br>の所以はこの可憐な笑顔だろう。",1600,20000,100,10,20,"hlog_106000150_sil_5_01_dag","hlog_106000151_sil_5_01_dag",False,"Chara_comment/106000150","Chara_comment/106000151","106000150_cha","106000151_cha","Chara_icon/106000150","Chara_icon/106000151","Chara_icon_loss/106000150","Chara_icon_loss/106000151","2019/01/01",True,"1",
101000170,1,"キリト","SAOゲーム攻略会議2019",5,2,4,0,101000170,201000000,201000000,101000170,1800,181440,216,21774,90,9070,180,18140,1,0,0,1,0,0,2,0,0,2,0,0,"《SAO》で《ビーター》と呼ばれ<br>孤高を貫いた彼も、今では仲間に<br>囲まれ屈託ない笑顔を見せる。次<br>の攻略も上手く行くに違いない。",1600,20000,100,10,20,"hlog_101000170_kir_5_01_nit","hlog_101000171_kir_5_01_nit",False,"Chara_comment/101000170","Chara_comment/101000171","101000170_cha","101000171_cha","Chara_icon/101000170","Chara_icon/101000171","Chara_icon_loss/101000170","Chara_icon_loss/101000171","2019/01/01",True,"1",
101000180,1,"キリト","かの世界を生きた者",5,2,2,0,101000180,201000000,201000000,101000180,1980,199580,174,17418,100,9980,140,14520,1,0,0,1,0,0,2,0,0,2,0,0,"《SAO》をクリアへと導いた英雄<br>は、かの浮遊城で現実を生きた者<br>だった。剣を振るう時も、友と笑<br>い合う時も、彼は直向きだった。",1600,20000,100,10,20,"hlog_101000180_kir_5_01_nit","hlog_101000181_kir_5_01_nit",False,"Chara_comment/101000180","Chara_comment/101000181","101000180_cha","101000181_cha","Chara_icon/101000180","Chara_icon/101000181","Chara_icon_loss/101000180","Chara_icon_loss/101000181","2019/01/01",True,"1",
104000170,4,"シノン","闘輝の氷弾",3,14,1,0,104000170,215000000,-1,104000170,900,90320,222,22356,45,4515,150,15520,1,0,0,1,0,0,2,0,0,99999,0,0,"女性でソロスナイパーのシノンは<br>GGOでは珍しい存在である。<br>その実力も相まって、有名<br>プレイヤーの一員と言えよう。",400,6000,100,10,20,"hlog_104000170_sin_3_01_rif","hlog_104000170_sin_3_01_rif",False,"Chara_comment/104000170","Chara_comment/104000170","104000170_cha","104000170_cha","Chara_icon/104000170","Chara_icon/104000170","Chara_icon_loss/104000170","Chara_icon_loss/104000170","2019/01/01",True,"1",
104000180,4,"シノン","戦慧の狙撃手",4,14,1,0,104000180,215000000,-1,104000180,1020,103220,252,25548,50,5160,180,17740,1,0,0,1,0,0,2,0,0,2,0,0,"GGO個人戦の最高峰を決める大会<br>《BoB》において狙撃手が好成績<br>を収めるのは珍しい。それも彼女<br>の冷静な判断力あってのことだ。",800,10000,100,10,20,"hlog_104000180_sin_4_01_rif","hlog_104000180_sin_4_01_rif",False,"Chara_comment/104000180","Chara_comment/104000180","104000180_cha","104000180_cha","Chara_icon/104000180","Chara_icon/104000180","Chara_icon_loss/104000180","Chara_icon_loss/104000180","2019/01/01",True,"1",
104000190,4,"シノン","静謐なる覚悟",5,14,1,0,104000190,215000000,-1,104000190,1150,116120,288,28740,60,5805,200,19960,1,0,0,1,0,0,2,0,0,2,0,0,"かつては悲痛なまでの覚悟を胸に<br>銃を手にしていた彼女だが、今や<br>その心は穏やかに、静かに標的を<br>見定めている。",1600,20000,100,10,20,"hlog_104000190_sin_5_01_rif","hlog_104000191_sin_5_01_rif",False,"Chara_comment/104000190","Chara_comment/104000191","104000190_cha","104000191_cha","Chara_icon/104000190","Chara_icon/104000191","Chara_icon_loss/104000190","Chara_icon_loss/104000191","2019/01/01",True,"1",
103000160,3,"リーファ","一陣の疾風",5,1,1,0,103000160,201000000,-1,103000160,1440,145150,258,26130,60,5805,220,21770,1,0,0,1,0,0,2,0,0,2,0,0,"現実世界で培った剣技と、風妖精<br>の瞬発力を併せ持つ彼女の<br>鋭い剣さばきについてこられる<br>プレイヤーは数少ないだろう。",1600,20000,100,10,20,"hlog_103000160_lea_5_01_oha","hlog_103000161_lea_5_01_oha",False,"Chara_comment/103000160","Chara_comment/103000161","103000160_cha","103000161_cha","Chara_icon/103000160","Chara_icon/103000161","Chara_icon_loss/103000160","Chara_icon_loss/103000161","2019/01/01",True,"1",
105000140,5,"リズベット","昵懇の語らい",5,10,1,0,105000140,209000000,-1,105000140,1440,145150,234,23514,85,8710,180,18140,1,0,0,1,0,0,2,0,0,2,0,0,"親しき友人に彼女が見せる屈託の<br>ない笑顔は、見る者を励ましてく<br>れる。そんな彼女も、本心を明か<br>す時は穏やかに微笑んで見せる。",1600,20000,100,10,20,"hlog_105000140_lis_5_01_mac","hlog_105000141_lis_5_01_mac",False,"Chara_comment/105000140","Chara_comment/105000141","105000140_cha","105000141_cha","Chara_icon/105000140","Chara_icon/105000141","Chara_icon_loss/105000140","Chara_icon_loss/105000141","2019/01/01",True,"1",
102000190,2,"アスナ","生彩放つ飛躍",5,1,3,0,102000190,201000000,-1,102000190,1460,146970,174,17418,75,7350,260,26130,1,0,0,1,0,0,2,0,0,2,0,0,"自分の殻を破った彼女は、かけが<br>えない少女を思わせる色彩に身を<br>包み、どこまでも飛躍すること<br>だろう。",1600,20000,100,10,20,"hlog_102000190_asu_5_01_oha","hlog_102000191_asu_5_01_oha",False,"Chara_comment/102000190","Chara_comment/102000191","102000190_cha","102000191_cha","Chara_icon/102000190","Chara_icon/102000191","Chara_icon_loss/102000190","Chara_icon_loss/102000191","2019/01/01",True,"1",
109000150,9,"ユウキ","純真な想望",5,3,1,0,109000150,202000000,-1,109000150,1440,145150,288,28740,65,6530,180,18140,1,0,0,1,0,0,2,0,0,2,0,0,"常にない明るい色彩の衣装は、<br>大切な彼女を思わせる。<br>2人の絆が窺える装いに、明るい<br>希望がその胸を満たしてゆく。",1600,20000,100,10,20,"hlog_109000150_yuu_5_01_rap","hlog_109000151_yuu_5_01_rap",False,"Chara_comment/109000150","Chara_comment/109000151","109000150_cha","109000151_cha","Chara_icon/109000150","Chara_icon/109000151","Chara_icon_loss/109000150","Chara_icon_loss/109000151","2019/01/01",True,"1",
101000190,1,"キリト","想い馳せる窓辺",5,1,4,0,101000190,201000000,-1,101000190,1800,181440,216,21774,90,9070,180,18140,1,0,0,1,0,0,2,0,0,2,0,0,"繊細で優しい浮遊城の英雄は、<br>ふとした瞬間に彼の手の届かな<br>かった人々に想いを馳せ、<br>その瞳を静かに伏せる。",1600,20000,100,10,20,"hlog_101000190_kir_5_01_oha","hlog_101000191_kir_5_01_oha",False,"Chara_comment/101000190","Chara_comment/101000191","101000190_cha","101000191_cha","Chara_icon/101000190","Chara_icon/101000191","Chara_icon_loss/101000190","Chara_icon_loss/101000191","2019/01/01",True,"1",
110000150,10,"アルゴ","悪戯なオネーサン",5,8,4,0,110000150,207000000,-1,110000150,1710,172370,204,20682,85,8620,220,21770,1,0,0,1,0,0,2,0,0,2,0,0,"人に容易く踏み入らない彼女だが<br>ちょっかいをかけるのは別だ。<br>気に入った相手をからかっては<br>するりと離れて行ってしまう。",1600,20000,100,10,20,"hlog_110000150_arg_5_01_clw","hlog_110000151_arg_5_01_clw",False,"Chara_comment/110000150","Chara_comment/110000151","110000150_cha","110000151_cha","Chara_icon/110000150","Chara_icon/110000151","Chara_icon_loss/110000150","Chara_icon_loss/110000151","2019/01/01",True,"1",
111000010,11,"アリス","堅牢な意志",3,1,1,0,111000010,201000000,-1,111000010,1290,129830,210,21336,65,6490,130,13410,1,0,0,1,0,0,2,0,0,99999,0,0,"公理教会に所属する第三十番目の<br>整合騎士。剣にも神聖術にも天才<br>的な才能を発揮し、騎士長に次ぐ<br>実力と噂される。",400,6000,100,10,20,"hlog_111000010_alc_3_01_xxx","hlog_111000010_alc_3_01_xxx",False,"Chara_comment/111000010","Chara_comment/111000010","111000010_cha","111000010_cha","Chara_icon/111000010","Chara_icon/111000010","Chara_icon_loss/111000010","Chara_icon_loss/111000010","2019/01/01",True,"1",
111000020,11,"アリス","煌金の整合騎士",3,1,3,0,111000020,201000000,-1,111000020,1450,146060,144,14226,70,7305,160,16090,1,0,0,1,0,0,2,0,0,99999,0,0,"公理教会に所属する第三十番目の<br>整合騎士。剣にも神聖術にも天才<br>的な才能を発揮し、騎士長に次ぐ<br>実力と噂される。",400,6000,100,10,20,"hlog_111000020_alc_3_01_xxx","hlog_111000020_alc_3_01_xxx",False,"Chara_comment/111000020","Chara_comment/111000020","111000020_cha","111000020_cha","Chara_icon/111000020","Chara_icon/111000020","Chara_icon_loss/111000020","Chara_icon_loss/111000020","2019/01/01",True,"1",
111000030,11,"アリス","人界の守り手",3,1,4,0,111000030,201000000,-1,111000030,1610,162290,174,17784,80,8115,130,13410,1,0,0,1,0,0,2,0,0,99999,0,0,"公理教会に所属する第三十番目の<br>整合騎士。剣にも神聖術にも天才<br>的な才能を発揮し、騎士長に次ぐ<br>実力と噂される。",400,6000,100,10,20,"hlog_111000030_alc_3_01_xxx","hlog_111000030_alc_3_01_xxx",False,"Chara_comment/111000030","Chara_comment/111000030","111000030_cha","111000030_cha","Chara_icon/111000030","Chara_icon/111000030","Chara_icon_loss/111000030","Chara_icon_loss/111000030","2019/01/01",True,"1",
111000040,11,"アリス","黄金の英剣",4,1,2,0,111000040,201000000,-1,111000040,2020,204020,162,16260,100,10200,120,12260,1,0,0,1,0,0,2,0,0,2,0,0,"神器《金木犀の剣》は、アリスが<br>公理教会最高司祭より賜った物。<br>《永劫不朽》の性質を持つこの剣<br>は何物にも負けぬ強靭さを持つ。",800,10000,100,10,20,"hlog_111000040_alc_4_01_xxx","hlog_111000040_alc_4_01_xxx",False,"Chara_comment/111000040","Chara_comment/111000040","111000040_cha","111000040_cha","Chara_icon/111000040","Chara_icon/111000040","Chara_icon_loss/111000040","Chara_icon_loss/111000040","2019/01/01",True,"1",
111000050,11,"アリス","気高き騎士",4,1,1,0,111000050,201000000,-1,111000050,1470,148380,240,24384,75,7420,150,15320,1,0,0,1,0,0,2,0,0,2,0,0,"整合騎士である彼女は、常に高潔<br>な精神を手放さない。人界のため<br>全ての民のため、その剣を振るい<br>続けるであろう。",800,10000,100,10,20,"hlog_111000050_alc_4_01_xxx","hlog_111000050_alc_4_01_xxx",False,"Chara_comment/111000050","Chara_comment/111000050","111000050_cha","111000050_cha","Chara_icon/111000050","Chara_icon/111000050","Chara_icon_loss/111000050","Chara_icon_loss/111000050","2019/01/01",True,"1",
111000060,11,"アリス","金木犀香る少女",5,1,4,0,111000060,201000000,-1,111000060,2070,208660,228,22860,105,10435,170,17240,1,0,0,1,0,0,2,0,0,2,0,0,"整合騎士は歳をとることはない。<br>彼女もまた例外ではなく、いつま<br>でも整合騎士となったその日のま<br>ま、可憐な少女であり続ける。",1600,20000,100,10,20,"hlog_111000060_alc_5_01_xxx","hlog_111000061_alc_5_01_xxx",False,"Chara_comment/111000060","Chara_comment/111000061","111000060_cha","111000061_cha","Chara_icon/111000060","Chara_icon/111000061","Chara_icon_loss/111000060","Chara_icon_loss/111000061","2019/01/01",True,"1",
