GashaMedalShopItemId,GashaMedalShopId,CommonRewardType,CommonRewardId,CommonRewardNum,Strength,Property1PropertyId,Property1Value1,Property1Value2,Property2PropertyId,Property2Value1,Property2Value2,Property3PropertyId,Property3Value1,Property3Value2,Property4PropertyId,Property4Value1,Property4Value2
23601,23601,8,209000180,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23602,23602,8,202000260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23603,23603,8,203000220,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23604,23604,8,218000060,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23701,23701,8,203000090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23702,23702,8,212000030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23703,23703,8,202000100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23704,23704,8,204000070,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23705,23705,8,206000060,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23706,23706,8,201000060,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23707,23707,8,297000090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23801,23801,8,299000780,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23802,23802,8,299000790,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23803,23803,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23804,23804,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23901,23901,1,102000450,1,0,111500,0,0,1,0,0,2,0,0,2,0,0
23902,23902,1,109000350,1,0,111500,0,0,1,0,0,2,0,0,2,0,0
23903,23903,1,111000250,1,0,111500,0,0,1,0,0,2,0,0,2,0,0
23904,23904,2,102000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
23905,23905,2,101000014,1,0,1,0,0,1,0,0,2,0,0,2,0,0
23906,23906,2,101000012,1,0,1,0,0,1,0,0,2,0,0,2,0,0
23907,23907,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
23908,23908,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23909,23909,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23910,23910,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23911,23911,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
24301,24301,1,111000260,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
24302,24302,1,112000170,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
24303,24303,1,118000150,1,0,105100,10,0,1,0,0,2,0,0,2,0,0
24304,24304,2,101000012,1,0,1,0,0,1,0,0,2,0,0,2,0,0
24305,24305,2,101000011,1,0,209900,30,0,1,0,0,2,0,0,2,0,0
24306,24306,2,101000016,1,0,1,0,0,1,0,0,2,0,0,2,0,0
24307,24307,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
24308,24308,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
24309,24309,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
24310,24310,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
24311,24311,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
24701,24701,1,102000470,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
24702,24702,1,103000380,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
24703,24703,2,102000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
24704,24704,2,105000004,1,0,202700,50,0,204700,1,0,2,0,0,2,0,0
24705,24705,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
24706,24706,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
24707,24707,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
24708,24708,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
24709,24709,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
24801,24801,1,105000290,1,0,102200,10,0,1,0,0,2,0,0,2,0,0
24802,24802,1,106000310,1,0,102200,10,0,1,0,0,2,0,0,2,0,0
24803,24803,2,109000006,1,0,204600,25,0,1,0,0,2,0,0,2,0,0
24804,24804,2,103000007,1,0,1,0,0,1,0,0,1,0,0,1,0,0
24805,24805,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
24806,24806,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
24807,24807,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
24808,24808,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
24809,24809,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
24901,24901,1,101000370,1,0,105600,0,0,1,0,0,2,0,0,2,0,0
24902,24902,1,105000300,1,0,105600,0,0,1,0,0,2,0,0,2,0,0
24903,24903,2,101000009,1,0,204000,5,0,1,0,0,2,0,0,2,0,0
24904,24904,2,109000006,1,0,204600,25,0,1,0,0,2,0,0,2,0,0
24905,24905,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
24906,24906,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
24907,24907,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
24908,24908,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
24909,24909,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25001,25001,1,103000290,1,0,1,0,0,1,0,0,2,0,0,2,0,0
25002,25002,1,104000350,1,0,1,0,0,1,0,0,2,0,0,2,0,0
25003,25003,1,102000330,1,0,1,0,0,1,0,0,2,0,0,2,0,0
25004,25004,1,109000280,1,0,1,0,0,1,0,0,2,0,0,2,0,0
25005,25005,2,101000018,1,0,1,0,0,1,0,0,2,0,0,2,0,0
25006,25006,2,115000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
25007,25007,2,102000009,1,0,1,0,0,1,0,0,2,0,0,2,0,0
25008,25008,2,101000014,1,0,1,0,0,1,0,0,2,0,0,2,0,0
25009,25009,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
25010,25010,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25011,25011,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25012,25012,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25013,25013,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25101,25101,8,204000240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25102,25102,8,203000250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25103,25103,8,206000210,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25104,25104,8,299000910,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25201,25201,8,206000150,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25202,25202,8,202000250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25203,25203,8,204000170,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25204,25204,8,216000080,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25301,25301,8,202000300,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25302,25302,8,201000160,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25303,25303,8,209000210,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25304,25304,8,217000050,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25501,25501,1,104000440,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
25502,25502,1,105000320,1,0,105100,10,0,1,0,0,2,0,0,2,0,0
25503,25503,1,106000320,1,0,105100,10,0,1,0,0,2,0,0,2,0,0
25504,25504,1,108000180,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
25505,25505,1,109000360,1,0,102200,10,0,1,0,0,2,0,0,2,0,0
25506,25506,2,107000007,1,0,207700,0,0,1,0,0,2,0,0,2,0,0
25507,25507,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
25508,25508,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25509,25509,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25510,25510,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25511,25511,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26101,26101,1,102000480,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
26102,26102,1,111000280,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
26103,26103,2,101000012,1,0,1,0,0,1,0,0,2,0,0,2,0,0
26104,26104,2,102000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
26105,26105,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
26106,26106,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26107,26107,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26108,26108,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26109,26109,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26401,26401,1,101000320,1,0,1,0,0,1,0,0,2,0,0,2,0,0
26402,26402,1,111000230,1,0,1,0,0,1,0,0,2,0,0,2,0,0
26403,26403,1,112000150,1,0,111500,0,0,1,0,0,2,0,0,2,0,0
26404,26404,2,101000013,1,0,204200,5,0,1,0,0,2,0,0,2,0,0
26405,26405,2,101000012,1,0,1,0,0,1,0,0,2,0,0,2,0,0
26406,26406,2,101000011,1,0,209900,30,0,1,0,0,2,0,0,2,0,0
26407,26407,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
26408,26408,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26409,26409,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26410,26410,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26411,26411,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26601,26601,8,202000310,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26602,26602,8,204000250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26603,26603,8,209000220,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26604,26604,8,215000090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26701,26701,8,205000170,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26702,26702,8,202000320,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26703,26703,8,206000220,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26704,26704,8,209000230,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26901,26901,1,101000330,1,0,111500,0,0,1,0,0,2,0,0,2,0,0
26902,26902,1,102000420,1,0,111500,0,0,1,0,0,2,0,0,2,0,0
26903,26903,2,101000009,1,0,204000,5,0,1,0,0,2,0,0,2,0,0
26904,26904,2,102000009,1,0,1,0,0,1,0,0,2,0,0,2,0,0
26905,26905,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
26906,26906,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26907,26907,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26908,26908,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26909,26909,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27001,27001,8,206000150,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27002,27002,8,202000250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27003,27003,8,204000170,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27004,27004,8,216000080,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27101,27101,1,111000260,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
27102,27102,1,112000170,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
27103,27103,1,118000150,1,0,105100,10,0,1,0,0,2,0,0,2,0,0
27104,27104,2,101000012,1,0,1,0,0,1,0,0,2,0,0,2,0,0
27105,27105,2,101000011,1,0,209900,30,0,1,0,0,2,0,0,2,0,0
27106,27106,2,101000016,1,0,1,0,0,1,0,0,2,0,0,2,0,0
27107,27107,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
27108,27108,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27109,27109,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27110,27110,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27111,27111,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27501,27501,1,103000290,1,0,1,0,0,1,0,0,2,0,0,2,0,0
27502,27502,1,104000350,1,0,1,0,0,1,0,0,2,0,0,2,0,0
27503,27503,1,102000330,1,0,1,0,0,1,0,0,2,0,0,2,0,0
27504,27504,1,109000280,1,0,1,0,0,1,0,0,2,0,0,2,0,0
27505,27505,2,101000018,1,0,1,0,0,1,0,0,2,0,0,2,0,0
27506,27506,2,115000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
27507,27507,2,102000009,1,0,1,0,0,1,0,0,2,0,0,2,0,0
27508,27508,2,101000014,1,0,1,0,0,1,0,0,2,0,0,2,0,0
27509,27509,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
27510,27510,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27511,27511,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27512,27512,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27513,27513,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27601,27601,8,202000300,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27602,27602,8,201000160,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27603,27603,8,209000210,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27604,27604,8,217000050,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27701,27701,1,103000400,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
27702,27702,1,105000330,1,0,105100,10,0,1,0,0,2,0,0,2,0,0
27703,27703,1,109000390,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
27704,27704,1,110000250,1,0,105100,10,0,1,0,0,2,0,0,2,0,0
27705,27705,1,118000180,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
27706,27706,2,101000017,1,0,202500,50,0,1,0,0,2,0,0,2,0,0
27707,27707,2,109000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
27708,27708,2,101000014,1,0,1,0,0,1,0,0,2,0,0,2,0,0
27709,27709,2,103000004,1,0,204100,0,0,204800,5,0,2,0,0,2,0,0
27710,27710,2,101000016,1,0,207300,50,0,1,0,0,2,0,0,2,0,0
27711,27711,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
27712,27712,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27713,27713,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27714,27714,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
27715,27715,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
28401,28401,1,102000480,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
28402,28402,1,111000280,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
28403,28403,2,101000012,1,0,1,0,0,1,0,0,2,0,0,2,0,0
28404,28404,2,102000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
28405,28405,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
28406,28406,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
28407,28407,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
28408,28408,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
28409,28409,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
28501,28501,1,104000460,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
28502,28502,1,111000290,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
28503,28503,2,101000012,1,0,1,0,0,1,0,0,2,0,0,2,0,0
28504,28504,2,115000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
28505,28505,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
28506,28506,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
28507,28507,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
28508,28508,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
28509,28509,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
28601,28601,1,102000170,1,0,101000,50,0,1,0,0,2,0,0,2,0,0
28602,28602,1,103000150,1,0,101000,50,0,1,0,0,2,0,0,2,0,0
28603,28603,1,104000160,1,0,101000,50,0,1,0,0,2,0,0,2,0,0
28604,28604,1,111000200,1,0,1,0,0,1,0,0,2,0,0,2,0,0
28605,28605,1,106000250,1,0,1,0,0,1,0,0,2,0,0,2,0,0
28606,28606,1,105000230,1,0,1,0,0,1,0,0,2,0,0,2,0,0
28607,28607,2,102000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
28608,28608,2,101000017,1,0,202500,50,0,1,0,0,2,0,0,2,0,0
28609,28609,2,115000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
28610,28610,2,101000012,1,0,1,0,0,1,0,0,2,0,0,2,0,0
28611,28611,2,103000004,1,0,204100,0,0,204800,5,0,2,0,0,2,0,0
28612,28612,2,109000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
28613,28613,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
28614,28614,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
28615,28615,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
28616,28616,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
28617,28617,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29001,29001,8,206000230,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29002,29002,8,204000280,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29003,29003,8,211000100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29004,29004,8,290000140,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29101,29101,8,216000100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29102,29102,8,202000330,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29103,29103,8,204000290,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29104,29104,8,209000250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29201,29201,8,217000060,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29202,29202,8,204000260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29203,29203,8,205000180,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29204,29204,8,218000070,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29301,29301,8,209000010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29302,29302,8,205000010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29303,29303,8,215000020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29304,29304,8,220000020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29305,29305,8,204000020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29306,29306,8,206000010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29307,29307,8,201000020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29308,29308,8,216000020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29309,29309,8,290000030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29310,29310,8,202000030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29311,29311,8,203000020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29312,29312,8,209000020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29313,29313,8,297000010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29314,29314,8,297000020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29401,29401,1,103000450,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
29402,29402,1,104000490,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
29403,29403,1,111000310,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
29404,29404,1,106000370,1,0,1,0,0,1,0,0,2,0,0,2,0,0
29405,29405,2,101000017,1,0,202500,50,0,1,0,0,2,0,0,2,0,0
29406,29406,2,115000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
29407,29407,2,101000012,1,0,1,0,0,1,0,0,2,0,0,2,0,0
29408,29408,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
29409,29409,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29410,29410,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29411,29411,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29412,29412,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29901,29901,1,105000350,1,0,105100,10,0,1,0,0,2,0,0,2,0,0
29902,29902,1,106000380,1,0,105100,10,0,1,0,0,2,0,0,2,0,0
29903,29903,1,110000260,1,0,105100,10,0,1,0,0,2,0,0,2,0,0
29904,29904,2,101000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
29905,29905,2,101000009,1,0,204000,5,0,1,0,0,2,0,0,2,0,0
29906,29906,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
29907,29907,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29908,29908,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29909,29909,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29910,29910,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30401,30401,1,101000400,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
30402,30402,1,102000540,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
30403,30403,2,101000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
30404,30404,2,102000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
30405,30405,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
30406,30406,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30407,30407,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30408,30408,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30409,30409,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30501,30501,1,101000410,1,0,102200,10,0,1,0,0,2,0,0,2,0,0
30502,30502,1,102000560,1,0,102200,10,0,1,0,0,2,0,0,2,0,0
30503,30503,2,101000009,1,0,204000,5,0,1,0,0,2,0,0,2,0,0
30504,30504,2,102000006,1,0,202400,25,0,1,0,0,2,0,0,2,0,0
30505,30505,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
30506,30506,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30507,30507,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30508,30508,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30509,30509,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30601,30601,8,290000040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30602,30602,8,204000030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30603,30603,8,205000020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30604,30604,8,206000020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30605,30605,8,202000040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30606,30606,8,203000030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30607,30607,8,209000030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30608,30608,8,215000030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30701,30701,8,201000180,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30702,30702,8,204000300,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30703,30703,8,209000260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30704,30704,8,216000110,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30801,30801,8,203000290,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30802,30802,8,205000210,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30803,30803,8,215000110,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30804,30804,8,290000150,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30901,30901,8,202000360,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30902,30902,8,204000310,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30903,30903,8,209000270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
30904,30904,8,216000120,1,0,1,0,0,1,0,0,1,0,0,1,0,0
31001,31001,1,102000190,1,0,1,0,0,1,0,0,2,0,0,2,0,0
31002,31002,1,109000150,1,0,1,0,0,1,0,0,2,0,0,2,0,0
31003,31003,1,103000200,1,0,1,0,0,1,0,0,2,0,0,2,0,0
31004,31004,1,111000110,1,0,1,0,0,1,0,0,2,0,0,2,0,0
31005,31005,1,105000190,1,0,1,0,0,1,0,0,2,0,0,2,0,0
31006,31006,1,106000190,1,0,1,0,0,1,0,0,2,0,0,2,0,0
31007,31007,1,109000250,1,0,1,0,0,1,0,0,2,0,0,2,0,0
31008,31008,1,112000120,1,0,1,0,0,1,0,0,2,0,0,2,0,0
31009,31009,1,102000380,1,0,1,0,0,1,0,0,2,0,0,2,0,0
31010,31010,1,104000390,1,0,1,0,0,1,0,0,2,0,0,2,0,0
31011,31011,1,101000350,1,0,102200,10,0,1,0,0,2,0,0,2,0,0
31012,31012,1,106000300,1,0,102200,10,0,1,0,0,2,0,0,2,0,0
31013,31013,8,297000030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
31014,31014,8,202000060,1,0,1,0,0,1,0,0,1,0,0,1,0,0
31015,31015,8,290000050,1,0,1,0,0,1,0,0,1,0,0,1,0,0
31016,31016,8,297000040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
31017,31017,8,299000780,1,0,1,0,0,1,0,0,1,0,0,1,0,0
31018,31018,8,299000790,1,0,1,0,0,1,0,0,1,0,0,1,0,0
31201,31201,1,106000390,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
31202,31202,1,110000290,1,0,105100,10,0,1,0,0,2,0,0,2,0,0
31203,31203,1,118000200,1,0,104000,10,0,1,0,0,2,0,0,2,0,0
31204,31204,2,102000008,1,0,204300,50,0,1,0,0,2,0,0,2,0,0
31205,31205,2,109000008,1,0,204100,0,0,1,0,0,2,0,0,2,0,0
31206,31206,2,101000015,1,0,207100,0,0,1,0,0,2,0,0,2,0,0
31207,31207,2,112000008,1,0,305000,100,0,305400,0,0,2,0,0,2,0,0
31208,31208,2,120000004,1,0,1,0,0,1,0,0,2,0,0,2,0,0
31209,31209,8,206000050,1,0,1,0,0,1,0,0,1,0,0,1,0,0
31210,31210,8,220000030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
31211,31211,8,203000070,1,0,1,0,0,1,0,0,1,0,0,1,0,0
31212,31212,8,204000050,1,0,1,0,0,1,0,0,1,0,0,1,0,0
31213,31213,8,216000030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
31214,31214,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
31215,31215,3,110250,1,0,1,0,0,1,0,0,1,0,0,1,0,0
31216,31216,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
31217,31217,3,110270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
31701,31701,1,102000240,1,0,1,0,0,1,0,0,2,0,0,2,0,0
31702,31702,1,105000170,1,0,1,0,0,1,0,0,2,0,0,2,0,0
31703,31703,1,109000190,1,0,1,0,0,1,0,0,2,0,0,2,0,0
31704,31704,1,103000320,1,0,1,0,0,1,0,0,2,0,0,2,0,0
31705,31705,1,104000380,1,0,1,0,0,1,0,0,2,0,0,2,0,0
31706,31706,1,111000210,1,0,1,0,0,1,0,0,2,0,0,2,0,0
