GashaMedalShopId,Name,GashaMedalId,UseGashaMedalNum,PurchaseLimit,StartDate,EndDate
21611,"《明日への誓い》アスナ",10216,150,-1,"2021/01/01 7:00:00","2021/01/26 2:00:00"
21612,"《目映い太陽》リズベット",10216,150,-1,"2021/01/01 7:00:00","2021/01/26 2:00:00"
21613,"《白砂の少女》シリカ",10216,150,-1,"2021/01/01 7:00:00","2021/01/26 2:00:00"
21614,"《透き通る青》アリス",10216,150,-1,"2021/01/01 7:00:00","2021/01/26 2:00:00"
21615,"《紅葉の祝福》ユウキ",10216,150,-1,"2021/01/01 7:00:00","2021/01/26 2:00:00"
21616,"《慈愛の光彩》アスナ",10216,30,-1,"2021/01/01 7:00:00","2021/01/26 2:00:00"
21617,"《快活なお誘い》リズベット",10216,30,-1,"2021/01/01 7:00:00","2021/01/26 2:00:00"
21618,"《至福のひと時》シリカ",10216,30,-1,"2021/01/01 7:00:00","2021/01/26 2:00:00"
21801,"《雪華の美姫》アスナ",10218,90,-1,"2020/12/01 7:00:00","2020/12/22 2:00:00"
21802,"《プリンセスオリオン》直葉",10218,15,-1,"2020/12/01 7:00:00","2020/12/22 2:00:00"
21803,"《聖夜の妖精》シノン",10218,15,-1,"2020/12/01 7:00:00","2020/12/22 2:00:00"
21804,"《ウインタークラウス》ユウキ",10218,15,-1,"2020/12/01 7:00:00","2020/12/22 2:00:00"
21901,"《冬宴の魅雪》ストレア",10219,90,-1,"2020/12/15 7:00:00","2021/01/08 2:00:00"
21902,"《妖精のクリスマス》アスナ",10219,15,-1,"2020/12/15 7:00:00","2021/01/08 2:00:00"
21903,"《秘める恋心》リズベット",10219,15,-1,"2020/12/15 7:00:00","2021/01/08 2:00:00"
21904,"《聖夜の贈り物》サチ",10219,15,-1,"2020/12/15 7:00:00","2021/01/08 2:00:00"
22001,"《温泉の弓姫》シノン",10220,90,-1,"2021/01/19 7:00:00","2021/02/09 2:00:00"
22002,"《湯上り剣士》キリト",10220,15,-1,"2021/01/19 7:00:00","2021/02/09 2:00:00"
22003,"《背流し癒湯姫》アスナ",10220,15,-1,"2021/01/19 7:00:00","2021/02/09 2:00:00"
22004,"《仲良し洗いっこ》シリカ",10220,15,-1,"2021/01/19 7:00:00","2021/02/09 2:00:00"
22101,"《世界を包む星空》キリト",10221,150,-1,"2021/01/26 7:00:00","2021/03/02 2:00:00"
22102,"《世界を導く光》アリス",10221,150,-1,"2021/01/26 7:00:00","2021/03/02 2:00:00"
22103,"《世界を見守る剣》ユージオ",10221,150,-1,"2021/01/26 7:00:00","2021/03/02 2:00:00"
22104,"夜空の剣",10221,30,-1,"2021/01/26 7:00:00","2021/03/02 2:00:00"
22105,"金木犀の剣",10221,30,-1,"2021/01/26 7:00:00","2021/03/02 2:00:00"
22106,"青薔薇の剣",10221,30,-1,"2021/01/26 7:00:00","2021/03/02 2:00:00"
22107,"ゴールド・ネックレス",10221,30,-1,"2021/01/26 7:00:00","2021/03/02 2:00:00"
22108,"ヒーローコード：ボスキラー",10221,100,-1,"2021/01/26 7:00:00","2021/03/02 2:00:00"
22109,"ヒーローコード：Mobキラー",10221,100,-1,"2021/01/26 7:00:00","2021/03/02 2:00:00"
22110,"ヒーローコード：HP最大時強化",10221,100,-1,"2021/01/26 7:00:00","2021/03/02 2:00:00"
22111,"ヒーローコード：HP低下時強化",10221,100,-1,"2021/01/26 7:00:00","2021/03/02 2:00:00"
22201,"《湯の華咲いた》アスナ",10222,150,-1,"2021/02/02 7:00:00","2021/03/23 2:00:00"
22202,"《豊潤な湯浴み》リーファ",10222,150,-1,"2021/02/02 7:00:00","2021/03/23 2:00:00"
22203,"《温浴の寛ぎ》ユウキ",10222,150,-1,"2021/02/02 7:00:00","2021/03/23 2:00:00"
22204,"《秘境の癒湯》アルゴ",10222,150,-1,"2021/02/02 7:00:00","2021/03/23 2:00:00"
22205,"《湯上り素顔》レイン",10222,150,-1,"2021/02/02 7:00:00","2021/03/23 2:00:00"
22206,"アロンダイト",10222,30,-1,"2021/02/02 7:00:00","2021/03/23 2:00:00"
22207,"ヴァルトレーニス",10222,30,-1,"2021/02/02 7:00:00","2021/03/23 2:00:00"
22208,"オブシディアナ",10222,30,-1,"2021/02/02 7:00:00","2021/03/23 2:00:00"
22209,"スクレープ",10222,30,-1,"2021/02/02 7:00:00","2021/03/23 2:00:00"
22210,"ソード・オブ・ホグニ",10222,30,-1,"2021/02/02 7:00:00","2021/03/23 2:00:00"
22211,"ゴールド・ネックレス",10222,30,-1,"2021/02/02 7:00:00","2021/03/23 2:00:00"
22212,"ヒーローコード：ボスキラー",10222,100,-1,"2021/02/02 7:00:00","2021/03/23 2:00:00"
22213,"ヒーローコード：Mobキラー",10222,100,-1,"2021/02/02 7:00:00","2021/03/23 2:00:00"
22214,"ヒーローコード：HP最大時強化",10222,100,-1,"2021/02/02 7:00:00","2021/03/23 2:00:00"
22215,"ヒーローコード：HP低下時強化",10222,100,-1,"2021/02/02 7:00:00","2021/03/23 2:00:00"
22801,"《気儘な黒猫》キリト",10228,150,-1,"2021/02/09 7:00:00","2021/03/16 2:00:00"
22802,"《ねころび愛猫》アスナ",10228,150,-1,"2021/02/09 7:00:00","2021/03/16 2:00:00"
22803,"《奔放な萌猫》リーファ",10228,150,-1,"2021/02/09 7:00:00","2021/03/16 2:00:00"
22804,"《またたび仔猫》ユウキ",10228,150,-1,"2021/02/09 7:00:00","2021/03/16 2:00:00"
22805,"《慧眼の弓猫》シノン",10228,30,-1,"2021/02/09 7:00:00","2021/03/16 2:00:00"
22806,"《友情の桃猫》リズベット",10228,30,-1,"2021/02/09 7:00:00","2021/03/16 2:00:00"
22807,"《可憐な幼猫》シリカ",10228,30,-1,"2021/02/09 7:00:00","2021/03/16 2:00:00"
22808,"《猫耳の豪商》エギル",10228,30,-1,"2021/02/09 7:00:00","2021/03/16 2:00:00"
22809,"キティ・パウ",10228,30,-1,"2021/02/09 7:00:00","2021/03/16 2:00:00"
22810,"ゴールド・ネックレス",10228,30,-1,"2021/02/09 7:00:00","2021/03/16 2:00:00"
22811,"ヒーローコード：ボスキラー",10228,100,-1,"2021/02/09 7:00:00","2021/03/16 2:00:00"
22812,"ヒーローコード：Mobキラー",10228,100,-1,"2021/02/09 7:00:00","2021/03/16 2:00:00"
22813,"ヒーローコード：HP最大時強化",10228,100,-1,"2021/02/09 7:00:00","2021/03/16 2:00:00"
22814,"ヒーローコード：HP低下時強化",10228,100,-1,"2021/02/09 7:00:00","2021/03/16 2:00:00"
23201,"《笑顔守るために》キリト",10232,150,-1,"2021/03/02 7:00:00","2021/03/23 2:00:00"
23202,"《電脳の歌姫》シリカ",10232,150,-1,"2021/03/02 7:00:00","2021/03/23 2:00:00"
23203,"エリュシデータ",10232,30,-1,"2021/03/02 7:00:00","2021/03/23 2:00:00"
23204,"ジャルディーノ",10232,30,-1,"2021/03/02 7:00:00","2021/03/23 2:00:00"
23205,"ゴールド・ネックレス",10232,30,-1,"2021/03/02 7:00:00","2021/03/23 2:00:00"
23206,"ヒーローコード：ボスキラー",10232,100,-1,"2021/03/02 7:00:00","2021/03/23 2:00:00"
23207,"ヒーローコード：Mobキラー",10232,100,-1,"2021/03/02 7:00:00","2021/03/23 2:00:00"
23208,"ヒーローコード：HP最大時強化",10232,100,-1,"2021/03/02 7:00:00","2021/03/23 2:00:00"
23209,"ヒーローコード：HP低下時強化",10232,100,-1,"2021/03/02 7:00:00","2021/03/23 2:00:00"
23301,"《ふたとせ求めて》キリト",10233,150,-1,"2021/03/16 7:00:00","2021/04/13 2:00:00"
23302,"《ふたとせ歩みて》アスナ",10233,150,-1,"2021/03/16 7:00:00","2021/04/13 2:00:00"
23303,"ダークリパルサー",10233,30,-1,"2021/03/16 7:00:00","2021/04/13 2:00:00"
23304,"ラディアント・ライト",10233,30,-1,"2021/03/16 7:00:00","2021/04/13 2:00:00"
23305,"ゴールド・ネックレス",10233,30,-1,"2021/03/16 7:00:00","2021/04/13 2:00:00"
23306,"ヒーローコード：ボスキラー",10233,100,-1,"2021/03/16 7:00:00","2021/04/13 2:00:00"
23307,"ヒーローコード：Mobキラー",10233,100,-1,"2021/03/16 7:00:00","2021/04/13 2:00:00"
23308,"ヒーローコード：HP最大時強化",10233,100,-1,"2021/03/16 7:00:00","2021/04/13 2:00:00"
23309,"ヒーローコード：HP低下時強化",10233,100,-1,"2021/03/16 7:00:00","2021/04/13 2:00:00"
23401,"《甘い真心》リズベット",10234,90,-1,"2021/02/02 7:00:00","2021/02/23 2:00:00"
23402,"《甘い恋のコクハク》シノン",10234,15,-1,"2021/02/02 7:00:00","2021/02/23 2:00:00"
23403,"《思慕の猫姫》シリカ",10234,15,-1,"2021/02/02 7:00:00","2021/02/23 2:00:00"
23404,"《恋焦がれるココロ》ユウキ",10234,15,-1,"2021/02/02 7:00:00","2021/02/23 2:00:00"
23501,"《安らかな夢見》リーファ",10235,90,-1,"2021/02/16 7:00:00","2021/03/09 2:00:00"
23502,"《早天の射手》シノン",10235,15,-1,"2021/02/16 7:00:00","2021/03/09 2:00:00"
23503,"《夢路への誘い》ストレア",10235,15,-1,"2021/02/16 7:00:00","2021/03/09 2:00:00"
23504,"《憩いの歌姫》セブン",10235,15,-1,"2021/02/16 7:00:00","2021/03/09 2:00:00"
23601,"《紫光の絶拳》ユウキ",10236,90,-1,"2021/03/02 7:00:00","2021/03/23 2:00:00"
23602,"《華麗な紅華》アスナ",10236,15,-1,"2021/03/02 7:00:00","2021/03/23 2:00:00"
23603,"《疾風の美技》リーファ",10236,15,-1,"2021/03/02 7:00:00","2021/03/23 2:00:00"
23604,"《赤影の明花》レイン",10236,15,-1,"2021/03/02 7:00:00","2021/03/23 2:00:00"
23701,"《恋情パティシエ》リーファ",10237,90,-1,"2021/03/09 7:00:00","2021/03/30 2:00:00"
23702,"《恒久の愛情》ユージオ",10237,90,-1,"2021/03/09 7:00:00","2021/03/30 2:00:00"
23703,"《最愛パティシエ》アスナ",10237,15,-1,"2021/03/09 7:00:00","2021/03/30 2:00:00"
23704,"《純情ショコラ》シノン",10237,15,-1,"2021/03/09 7:00:00","2021/03/30 2:00:00"
23705,"《恋慕ショコラ》シリカ",10237,15,-1,"2021/03/09 7:00:00","2021/03/30 2:00:00"
23706,"《赤誠の求愛》キリト",10237,15,-1,"2021/03/09 7:00:00","2021/03/30 2:00:00"
23707,"《狂愛の誓い》クラディール",10237,15,-1,"2021/03/09 7:00:00","2021/03/30 2:00:00"
23801,"《心照らす歌声》ユナ",10238,90,-1,"2021/03/16 7:00:00","2021/04/06 2:00:00"
23802,"《心奮う戦い》エイジ",10238,90,-1,"2021/03/16 7:00:00","2021/04/06 2:00:00"
23803,"EXPメモリ",10238,5,-1,"2021/03/16 7:00:00","2021/04/06 2:00:00"
23804,"プラチナ",10238,5,-1,"2021/03/16 7:00:00","2021/04/06 2:00:00"
23901,"《うららかジャンプ》アスナ",10239,150,-1,"2021/03/30 7:00:00","2021/05/04 2:00:00"
23902,"《はるかぜジャンプ》ユウキ",10239,150,-1,"2021/03/30 7:00:00","2021/05/04 2:00:00"
23903,"《ゆきどけジャンプ》アリス",10239,150,-1,"2021/03/30 7:00:00","2021/05/04 2:00:00"
23904,"アロンダイト",10239,30,-1,"2021/03/30 7:00:00","2021/05/04 2:00:00"
23905,"オブシディアナ",10239,30,-1,"2021/03/30 7:00:00","2021/05/04 2:00:00"
23906,"金木犀の剣",10239,30,-1,"2021/03/30 7:00:00","2021/05/04 2:00:00"
23907,"ゴールド・ネックレス",10239,30,-1,"2021/03/30 7:00:00","2021/05/04 2:00:00"
23908,"ヒーローコード：ボスキラー",10239,100,-1,"2021/03/30 7:00:00","2021/05/04 2:00:00"
23909,"ヒーローコード：Mobキラー",10239,100,-1,"2021/03/30 7:00:00","2021/05/04 2:00:00"
23910,"ヒーローコード：HP最大時強化",10239,100,-1,"2021/03/30 7:00:00","2021/05/04 2:00:00"
23911,"ヒーローコード：HP低下時強化",10239,100,-1,"2021/03/30 7:00:00","2021/05/04 2:00:00"
24301,"《世界を越えて》アリス",10243,150,-1,"2021/04/27 7:00:00","2021/06/01 2:00:00"
24302,"《新たな挑戦》ユージオ",10243,150,-1,"2021/04/27 7:00:00","2021/06/01 2:00:00"
24303,"《共に駆ける今》レイン",10243,150,-1,"2021/04/27 7:00:00","2021/06/01 2:00:00"
24304,"金木犀の剣",10243,30,-1,"2021/04/27 7:00:00","2021/06/01 2:00:00"
24305,"青薔薇の剣",10243,30,-1,"2021/04/27 7:00:00","2021/06/01 2:00:00"
24306,"ソード・オブ・ホグニ",10243,30,-1,"2021/04/27 7:00:00","2021/06/01 2:00:00"
24307,"ゴールド・ネックレス",10243,30,-1,"2021/04/27 7:00:00","2021/06/01 2:00:00"
24308,"ヒーローコード：ボスキラー",10243,100,-1,"2021/04/27 7:00:00","2021/06/01 2:00:00"
24309,"ヒーローコード：Mobキラー",10243,100,-1,"2021/04/27 7:00:00","2021/06/01 2:00:00"
24310,"ヒーローコード：HP最大時強化",10243,100,-1,"2021/04/27 7:00:00","2021/06/01 2:00:00"
24311,"ヒーローコード：HP低下時強化",10243,100,-1,"2021/04/27 7:00:00","2021/06/01 2:00:00"
24701,"《フェアリー・ワルツ》アスナ",10247,150,-1,"2021/05/25 7:00:00","2021/06/22 2:00:00"
24702,"《フェアリー・マージ》リーファ",10247,150,-1,"2021/05/25 7:00:00","2021/06/22 2:00:00"
24703,"アロンダイト",10247,30,-1,"2021/05/25 7:00:00","2021/06/22 2:00:00"
24704,"ムラマサ",10247,30,-1,"2021/05/25 7:00:00","2021/06/22 2:00:00"
24705,"ゴールド・ネックレス",10247,30,-1,"2021/05/25 7:00:00","2021/06/22 2:00:00"
24706,"ヒーローコード：ボスキラー",10247,100,-1,"2021/05/25 7:00:00","2021/06/22 2:00:00"
24707,"ヒーローコード：Mobキラー",10247,100,-1,"2021/05/25 7:00:00","2021/06/22 2:00:00"
24708,"ヒーローコード：HP最大時強化",10247,100,-1,"2021/05/25 7:00:00","2021/06/22 2:00:00"
24709,"ヒーローコード：HP低下時強化",10247,100,-1,"2021/05/25 7:00:00","2021/06/22 2:00:00"
24801,"《頼れる盟友》リズベット",10248,150,-1,"2021/03/23 7:00:00","2021/04/20 2:00:00"
24802,"《勇気の跳躍》シリカ",10248,150,-1,"2021/03/23 7:00:00","2021/04/20 2:00:00"
24803,"グリダヴォル",10248,30,-1,"2021/03/23 7:00:00","2021/04/20 2:00:00"
24804,"ジャルディーノ",10248,30,-1,"2021/03/23 7:00:00","2021/04/20 2:00:00"
24805,"ゴールド・ネックレス",10248,30,-1,"2021/03/23 7:00:00","2021/04/20 2:00:00"
24806,"ヒーローコード：ボスキラー",10248,100,-1,"2021/03/23 7:00:00","2021/04/20 2:00:00"
24807,"ヒーローコード：Mobキラー",10248,100,-1,"2021/03/23 7:00:00","2021/04/20 2:00:00"
24808,"ヒーローコード：HP最大時強化",10248,100,-1,"2021/03/23 7:00:00","2021/04/20 2:00:00"
24809,"ヒーローコード：HP低下時強化",10248,100,-1,"2021/03/23 7:00:00","2021/04/20 2:00:00"
24901,"《黒衣の英雄》キリト",10249,150,-1,"2021/04/13 7:00:00","2021/05/08 2:00:00"
24902,"《英雄の剣匠》リズベット",10249,150,-1,"2021/04/13 7:00:00","2021/05/08 2:00:00"
24903,"ダークリパルサー",10249,30,-1,"2021/04/13 7:00:00","2021/05/08 2:00:00"
24904,"グリダヴォル",10249,30,-1,"2021/04/13 7:00:00","2021/05/08 2:00:00"
24905,"ゴールド・ネックレス",10249,30,-1,"2021/04/13 7:00:00","2021/05/08 2:00:00"
24906,"ヒーローコード：ボスキラー",10249,100,-1,"2021/04/13 7:00:00","2021/05/08 2:00:00"
24907,"ヒーローコード：Mobキラー",10249,100,-1,"2021/04/13 7:00:00","2021/05/08 2:00:00"
24908,"ヒーローコード：HP最大時強化",10249,100,-1,"2021/04/13 7:00:00","2021/05/08 2:00:00"
24909,"ヒーローコード：HP低下時強化",10249,100,-1,"2021/04/13 7:00:00","2021/05/08 2:00:00"
25001,"《倒れぬ意志》リーファ",10250,150,-1,"2021/05/01 7:00:00","2021/06/01 2:00:00"
25002,"《見据える勝利》シノン",10250,150,-1,"2021/05/01 7:00:00","2021/06/01 2:00:00"
25003,"《羽ばたく希望》アスナ",10250,150,-1,"2021/05/01 7:00:00","2021/06/01 2:00:00"
25004,"《輝く勇気》ユウキ",10250,150,-1,"2021/05/01 7:00:00","2021/06/01 2:00:00"
25005,"ヴァーデュラス・アニマ",10250,30,-1,"2021/05/01 7:00:00","2021/06/01 2:00:00"
25006,"MEBRマニアック",10250,30,-1,"2021/05/01 7:00:00","2021/06/01 2:00:00"
25007,"ラディアント・ライト",10250,30,-1,"2021/05/01 7:00:00","2021/06/01 2:00:00"
25008,"オブシディアナ",10250,30,-1,"2021/05/01 7:00:00","2021/06/01 2:00:00"
25009,"ゴールド・ネックレス",10250,30,-1,"2021/05/01 7:00:00","2021/06/01 2:00:00"
25010,"ヒーローコード：ボスキラー",10250,100,-1,"2021/05/01 7:00:00","2021/06/01 2:00:00"
25011,"ヒーローコード：Mobキラー",10250,100,-1,"2021/05/01 7:00:00","2021/06/01 2:00:00"
25012,"ヒーローコード：HP最大時強化",10250,100,-1,"2021/05/01 7:00:00","2021/06/01 2:00:00"
25013,"ヒーローコード：HP低下時強化",10250,100,-1,"2021/05/01 7:00:00","2021/06/01 2:00:00"
25101,"《心の傷を越えて》シノン",10251,90,-1,"2021/04/06 7:00:00","2021/04/27 2:00:00"
25102,"《春満開》リーファ",10251,15,-1,"2021/04/06 7:00:00","2021/04/27 2:00:00"
25103,"《敬慕の瞳》シリカ",10251,15,-1,"2021/04/06 7:00:00","2021/04/27 2:00:00"
25104,"《番長》キバオウ",10251,15,-1,"2021/04/06 7:00:00","2021/04/27 2:00:00"
25201,"《碧海の踊り子》シリカ",10252,90,-1,"2021/04/20 7:00:00","2021/05/18 2:00:00"
25202,"《閃花の舞姫》アスナ",10252,15,-1,"2021/04/20 7:00:00","2021/05/18 2:00:00"
25203,"《氷弾の闘舞》シノン",10252,15,-1,"2021/04/20 7:00:00","2021/05/18 2:00:00"
25204,"《探求の踊り手》フィリア",10252,15,-1,"2021/04/20 7:00:00","2021/05/18 2:00:00"
25301,"《完全無欠メイド》アスナ",10253,90,-1,"2021/05/11 7:00:00","2021/06/08 2:00:00"
25302,"《有頂天外メイド》キリト",10253,15,-1,"2021/05/11 7:00:00","2021/06/08 2:00:00"
25303,"《天真爛漫メイド》ユウキ",10253,15,-1,"2021/05/11 7:00:00","2021/06/08 2:00:00"
25304,"《才色兼備メイド》セブン",10253,15,-1,"2021/05/11 7:00:00","2021/06/08 2:00:00"
25501,"《麗凛な獣猫》シノン",10255,150,-1,"2021/06/08 7:00:00","2021/07/27 2:00:00"
25502,"《毛繕い桃猫》リズベット",10255,150,-1,"2021/06/08 7:00:00","2021/07/27 2:00:00"
25503,"《まったり愛猫》シリカ",10255,150,-1,"2021/06/08 7:00:00","2021/07/27 2:00:00"
25504,"《隆隆狩猫》エギル",10255,150,-1,"2021/06/08 7:00:00","2021/07/27 2:00:00"
25505,"《とびつき活猫》ユウキ",10255,150,-1,"2021/06/08 7:00:00","2021/07/27 2:00:00"
25506,"キティ・パウ",10255,30,-1,"2021/06/08 7:00:00","2021/07/27 2:00:00"
25507,"ゴールド・ネックレス",10255,30,-1,"2021/06/08 7:00:00","2021/07/27 2:00:00"
25508,"ヒーローコード：ボスキラー",10255,100,-1,"2021/06/08 7:00:00","2021/07/27 2:00:00"
25509,"ヒーローコード：Mobキラー",10255,100,-1,"2021/06/08 7:00:00","2021/07/27 2:00:00"
25510,"ヒーローコード：HP最大時強化",10255,100,-1,"2021/06/08 7:00:00","2021/07/27 2:00:00"
25511,"ヒーローコード：HP低下時強化",10255,100,-1,"2021/06/08 7:00:00","2021/07/27 2:00:00"
26101,"《犀薫る浜辺》アスナ",10261,150,-1,"1971/07/20 7:00:00","1971/08/17 2:00:00"
26102,"《波打ち際の彩》アリス",10261,150,-1,"1971/07/20 7:00:00","1971/08/17 2:00:00"
26103,"金木犀の剣",10261,30,-1,"1971/07/20 7:00:00","1971/08/17 2:00:00"
26104,"アロンダイト",10261,30,-1,"1971/07/20 7:00:00","1971/08/17 2:00:00"
26105,"ゴールド・ネックレス",10261,30,-1,"1971/07/20 7:00:00","1971/08/17 2:00:00"
26106,"ヒーローコード：ボスキラー",10261,100,-1,"1971/07/20 7:00:00","1971/08/17 2:00:00"
26107,"ヒーローコード：Mobキラー",10261,100,-1,"1971/07/20 7:00:00","1971/08/17 2:00:00"
26108,"ヒーローコード：HP最大時強化",10261,100,-1,"1971/07/20 7:00:00","1971/08/17 2:00:00"
26109,"ヒーローコード：HP低下時強化",10261,100,-1,"1971/07/20 7:00:00","1971/08/17 2:00:00"
26401,"《世界を包む星空》キリト",10264,150,-1,"2021/07/20 7:00:00","2021/08/17 2:00:00"
26402,"《世界を導く光》アリス",10264,150,-1,"2021/07/20 7:00:00","2021/08/17 2:00:00"
26403,"《世界を見守る剣》ユージオ",10264,150,-1,"2021/07/20 7:00:00","2021/08/17 2:00:00"
26404,"夜空の剣",10264,30,-1,"2021/07/20 7:00:00","2021/08/17 2:00:00"
26405,"金木犀の剣",10264,30,-1,"2021/07/20 7:00:00","2021/08/17 2:00:00"
26406,"青薔薇の剣",10264,30,-1,"2021/07/20 7:00:00","2021/08/17 2:00:00"
26407,"ゴールド・ネックレス",10264,30,-1,"2021/07/20 7:00:00","2021/08/17 2:00:00"
26408,"ヒーローコード：ボスキラー",10264,100,-1,"2021/07/20 7:00:00","2021/08/17 2:00:00"
26409,"ヒーローコード：Mobキラー",10264,100,-1,"2021/07/20 7:00:00","2021/08/17 2:00:00"
26410,"ヒーローコード：HP最大時強化",10264,100,-1,"2021/07/20 7:00:00","2021/08/17 2:00:00"
26411,"ヒーローコード：HP低下時強化",10264,100,-1,"2021/07/20 7:00:00","2021/08/17 2:00:00"
26601,"《天幸の恩愛》アスナ",10266,90,-1,"2021/06/01 7:00:00","2021/06/29 2:00:00"
26602,"《甘やかな誓愛》シノン",10266,15,-1,"2021/06/01 7:00:00","2021/06/29 2:00:00"
26603,"《無邪気な幼愛》ユウキ",10266,15,-1,"2021/06/01 7:00:00","2021/06/29 2:00:00"
26604,"《優艶な祝愛》ストレア",10266,15,-1,"2021/06/01 7:00:00","2021/06/29 2:00:00"
26701,"《夜天の桃虹》リズベット",10267,90,-1,"2021/07/06 7:00:00","2021/08/03 2:00:00"
26702,"《光星の天女》アスナ",10267,15,-1,"2021/07/06 7:00:00","2021/08/03 2:00:00"
26703,"《星彩の願い》シリカ",10267,15,-1,"2021/07/06 7:00:00","2021/08/03 2:00:00"
26704,"《宵闇の流星》ユウキ",10267,15,-1,"2021/07/06 7:00:00","2021/08/03 2:00:00"
26901,"《ふたとせ求めて》キリト",10233,150,-1,"2021/06/01 7:00:00","2021/06/29 2:00:00"
26902,"《ふたとせ歩みて》アスナ",10233,150,-1,"2021/06/01 7:00:00","2021/06/29 2:00:00"
26903,"ダークリパルサー",10233,30,-1,"2021/06/01 7:00:00","2021/06/29 2:00:00"
26904,"ラディアント・ライト",10233,30,-1,"2021/06/01 7:00:00","2021/06/29 2:00:00"
26905,"ゴールド・ネックレス",10233,30,-1,"2021/06/01 7:00:00","2021/06/29 2:00:00"
26906,"ヒーローコード：ボスキラー",10233,100,-1,"2021/06/01 7:00:00","2021/06/29 2:00:00"
26907,"ヒーローコード：Mobキラー",10233,100,-1,"2021/06/01 7:00:00","2021/06/29 2:00:00"
26908,"ヒーローコード：HP最大時強化",10233,100,-1,"2021/06/01 7:00:00","2021/06/29 2:00:00"
26909,"ヒーローコード：HP低下時強化",10233,100,-1,"2021/06/01 7:00:00","2021/06/29 2:00:00"
27001,"《碧海の踊り子》シリカ",10252,90,-1,"2021/07/13 7:00:00","2021/08/10 2:00:00"
27002,"《閃花の舞姫》アスナ",10252,15,-1,"2021/07/13 7:00:00","2021/08/10 2:00:00"
27003,"《氷弾の闘舞》シノン",10252,15,-1,"2021/07/13 7:00:00","2021/08/10 2:00:00"
27004,"《探求の踊り手》フィリア",10252,15,-1,"2021/07/13 7:00:00","2021/08/10 2:00:00"
27101,"《世界を越えて》アリス",10243,150,-1,"2021/06/29 7:00:00","2021/08/03 2:00:00"
27102,"《新たな挑戦》ユージオ",10243,150,-1,"2021/06/29 7:00:00","2021/08/03 2:00:00"
27103,"《共に駆ける今》レイン",10243,150,-1,"2021/06/29 7:00:00","2021/08/03 2:00:00"
27104,"金木犀の剣",10243,30,-1,"2021/06/29 7:00:00","2021/08/03 2:00:00"
27105,"青薔薇の剣",10243,30,-1,"2021/06/29 7:00:00","2021/08/03 2:00:00"
27106,"ソード・オブ・ホグニ",10243,30,-1,"2021/06/29 7:00:00","2021/08/03 2:00:00"
27107,"ゴールド・ネックレス",10243,30,-1,"2021/06/29 7:00:00","2021/08/03 2:00:00"
27108,"ヒーローコード：ボスキラー",10243,100,-1,"2021/06/29 7:00:00","2021/08/03 2:00:00"
27109,"ヒーローコード：Mobキラー",10243,100,-1,"2021/06/29 7:00:00","2021/08/03 2:00:00"
27110,"ヒーローコード：HP最大時強化",10243,100,-1,"2021/06/29 7:00:00","2021/08/03 2:00:00"
27111,"ヒーローコード：HP低下時強化",10243,100,-1,"2021/06/29 7:00:00","2021/08/03 2:00:00"
27501,"《倒れぬ意志》リーファ",10250,150,-1,"2021/06/15 7:00:00","2021/07/13 2:00:00"
27502,"《見据える勝利》シノン",10250,150,-1,"2021/06/15 7:00:00","2021/07/13 2:00:00"
27503,"《羽ばたく希望》アスナ",10250,150,-1,"2021/06/15 7:00:00","2021/07/13 2:00:00"
27504,"《輝く勇気》ユウキ",10250,150,-1,"2021/06/15 7:00:00","2021/07/13 2:00:00"
27505,"ヴァーデュラス・アニマ",10250,30,-1,"2021/06/15 7:00:00","2021/07/13 2:00:00"
27506,"MEBRマニアック",10250,30,-1,"2021/06/15 7:00:00","2021/07/13 2:00:00"
27507,"ラディアント・ライト",10250,30,-1,"2021/06/15 7:00:00","2021/07/13 2:00:00"
27508,"オブシディアナ",10250,30,-1,"2021/06/15 7:00:00","2021/07/13 2:00:00"
27509,"ゴールド・ネックレス",10250,30,-1,"2021/06/15 7:00:00","2021/07/13 2:00:00"
27510,"ヒーローコード：ボスキラー",10250,100,-1,"2021/06/15 7:00:00","2021/07/13 2:00:00"
27511,"ヒーローコード：Mobキラー",10250,100,-1,"2021/06/15 7:00:00","2021/07/13 2:00:00"
27512,"ヒーローコード：HP最大時強化",10250,100,-1,"2021/06/15 7:00:00","2021/07/13 2:00:00"
27513,"ヒーローコード：HP低下時強化",10250,100,-1,"2021/06/15 7:00:00","2021/07/13 2:00:00"
27601,"《完全無欠メイド》アスナ",10253,90,-1,"2021/06/22 7:00:00","2021/07/20 2:00:00"
27602,"《有頂天外メイド》キリト",10253,15,-1,"2021/06/22 7:00:00","2021/07/20 2:00:00"
27603,"《天真爛漫メイド》ユウキ",10253,15,-1,"2021/06/22 7:00:00","2021/07/20 2:00:00"
27604,"《才色兼備メイド》セブン",10253,15,-1,"2021/06/22 7:00:00","2021/07/20 2:00:00"
27701,"《微睡の砂浜》リーファ",10277,150,-1,"2021/07/27 7:00:00","2021/09/28 2:00:00"
27702,"《海辺の休息》リズベット",10277,150,-1,"2021/07/27 7:00:00","2021/09/28 2:00:00"
27703,"《夏の陽の夢》ユウキ",10277,150,-1,"2021/07/27 7:00:00","2021/09/28 2:00:00"
27704,"《波際の司令塔》アルゴ",10277,150,-1,"2021/07/27 7:00:00","2021/09/28 2:00:00"
27705,"《心躍る岸辺》レイン",10277,150,-1,"2021/07/27 7:00:00","2021/09/28 2:00:00"
