SupportLogId,CharaId,Name,Rarity,SupportLogTypeId,SalePrice,CompositionExp,AwakeningExp,UseRank,GroupNo,AdaptableAppearAppend,PunisherAppearAppend,State,PassiveState,PowerDefaultValue,CltDefaultValue,Awakening1Power,Awakening1Clt,Awakening2Power,Awakening2Clt,Awakening3Power,Awakening3Clt,Awakening4Power,Awakening4Clt,Awakening5Power,Awakening5Clt,NormalLeader,HoloLeader,UiDisplayPowerTitle,UiDisplayPowerContent,Prefab,CutinMode,SkillVoiceId,SkillName,NameInSkillCutin,SkillText,SkillTextInSkillCutin,CharaInfo,CutinImage,CutinImageAwake,StatusCharaIcon,StatusCharaIconAwake,CollectionDisplayStartDate,CollectionEmptyFrameDisplayFlag,DateVersionId,
297000080,999,"《時斬の偉丈夫》ベルクーリ",4,3,800,15000,100,1,0,0,0,"s297000080",,105,150,115,138,120,132,125,126,130,120,135,114,8,16,"STR上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"ビヘッド・ザ・タイム","ビヘッド・〇〇〇〇ザ・タイム","攻撃中のメンバーのスキルを<br>再使用可能にした後、10秒間<br>自パーティのSTRを上昇させ<br>る。覚醒でSTR上昇量が増加。","クールタイムスキップ＋STR上昇","整合騎士長を務める剣豪。<br>ゆったりとしつつも威厳ある佇ま<br>いは、整合騎士第一位の貫禄を感<br>じさせる。","slog_297000080","slog_297000080","Chara_icon/297000080","Chara_icon/297000080","2019/01/01",True,"1",
201000040,999,"《秘技！二刀剣法》キリト",5,2,1600,20000,100,1,0,15,0,"s201000040",,35,160,37,153,39,146,41,140,42,135,43,130,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_KIR_SUP_018","秘剣ノ舞","秘剣ノ舞","リーグポイントの獲得量が20％<br>増加する。覚醒で効果時間が<br>延長。【パッシブ】アダプタブル<br>出現率が上昇。重複で効果増。","リーグポイントの獲得量上昇","剣の扱いに熟達した者にのみ<br>許された秘技、今宵ご披露いたし<br>ましょう！片手剣を刀に持ち替え<br>魅せる、超絶技巧をご覧あれ。","slog_201000040","slog_201000040","Chara_icon/201000040","Chara_icon/201000040","2019/01/01",True,"1",
204000060,999,"《氷雪の弦音》シノン",4,2,800,15000,100,1,0,0,0,"s204000060",,10,50,12,45,14,41,15,39,16,37,17,35,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_SIN_SUP_018","ズボシ・シューター","ズボシ・〇〇〇〇シューター","自パーティのINTを<br>160％上昇させる。<br>覚醒で効果時間が延長。","自パーティのINT上昇","和風な服飾に身を包み、弓を携え<br>る姿は、常より更に凛として<br>見える。新しい年を祝した弓武芸<br>は当然百発百中だ。","slog_204000060","slog_204000060","Chara_icon/204000060","Chara_icon/204000060","2019/01/01",True,"1",
205000040,999,"《彩赤の木槌》リズベット",4,3,800,15000,100,1,0,0,0,"s205000040",,10,200,12,192,14,184,15,180,16,176,17,172,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_LIS_SUP_018","ウチデノ・ハンマー","ウチデノ・〇〇〇〇ハンマー","レコードメダルを再配置し、<br>メダルの位置をミニマップに<br>一定時間表示する。<br>覚醒で効果時間が延長。","レコードメダル再配置＋レコードメダルサーチ発動","来たる年が皆にとって、より良き<br>年になるように。ついでに商売繁<br>盛も祈りつつ！？祝福の小槌を<br>高々と掲げ、福を呼び込もう！","slog_205000040","slog_205000040","Chara_icon/205000040","Chara_icon/205000040","2019/01/01",True,"1",
207000010,999,"《戦炎の武将》クライン",4,2,800,15000,100,1,0,0,0,"s207000010",,10,50,12,45,14,41,15,39,16,37,17,35,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_KLE_SUP_018","サムライ・フレイマー","サムライ・〇〇〇〇フレイマー","自パーティの攻撃に<br>火属性を付与するとともに<br>STRを125％上昇させる。<br>覚醒で効果時間が延長。","火属性付与＋STR上昇","VR界のサムライと言えばこの男。<br>今回は年末年始のお祝いとあって<br>尚更張り切っている模様。大将戦<br>ならオレに任せとけィ！","slog_207000010","slog_207000010","Chara_icon/207000010","Chara_icon/207000010","2019/01/01",True,"1",
212000020,999,"《天性の剣才》ユージオ",5,2,1600,20000,100,1,0,0,0,"s212000020","s212000020_passive",15,65,17,61,19,57,21,54,22,52,23,50,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_EUG_SUP_018","天砕ノ舞","天砕ノ舞","自パーティのSTRを140％上昇<br>させる。覚醒で効果時間が延長。<br>【パッシブ】ラストアタック回数<br>を重ねる毎にボーナスが増加。","自パーティのSTR上昇","早くも刀の扱いに慣れてきた剣の<br>天才は、戸惑いよりも初めて見る<br>和風防具への好奇心が勝り、珍し<br>く少々はしゃいでいる様子。","slog_212000020","slog_212000020","Chara_icon/212000020","Chara_icon/212000020","2019/01/01",True,"1",
203000080,999,"《真剣勝負！》直葉",4,2,800,15000,100,1,0,0,0,"s203000080",,10,50,12,45,14,41,15,39,16,37,17,35,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_LEA_SUP_018","タチカゼ・ストーマー","タチカゼ・〇〇〇〇ストーマー","自パーティの攻撃に<br>風属性を付与するとともに<br>STRを125％上昇させる。<br>覚醒で効果時間が延長。","風属性付与＋STR上昇","真剣での立ち合いは常ではない<br>とはいえ、剣道は彼女の独壇場。<br>刀を抜き向き合えば、その鋭い<br>眼光が隙を見逃すことは無い。","slog_203000080","slog_203000080","Chara_icon/203000080","Chara_icon/203000080","2019/01/01",True,"1",
210000010,999,"《隠密の傑忍》アルゴ",4,3,800,15000,100,1,0,0,0,"s210000010",,12,90,14,80,16,75,17,70,18,65,19,60,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_ARG_SUP_018","トコヤミ・シークレシー","トコヤミ・〇〇〇シークレシー","レコードメダルとグリードの位置<br>をミニマップに表示、自パーティ<br>の移動速度を上昇させる。<br>覚醒で効果時間が延長。","レコードメダル＆グリードサーチ発動＋移動速度上昇","闇夜の空を音もなく駆ける小さな<br>影が一つ、誰に気付かれることも<br>なく去ってゆく。街を見守る義忍<br>は今宵も孤独に戦い続ける。","slog_210000010","slog_210000010","Chara_icon/210000010","Chara_icon/210000010","2019/01/01",True,"1",
290000080,999,"《招福の舞姫》ユイ",4,1,800,15000,100,1,0,0,0,"s290000080",,45,25,50,23,55,21,60,20,65,19,70,18,10,20,"耐久値回復量","{0}%","skill_3_2line_moji86","un_2line_moji86","CH_YUI_SUP_030","カホウ・カミング","カホウ・カミング","自パーティ全員の耐久値を回復し<br>状態異常も解除する。<br>覚醒で回復量が上昇。","耐久値と状態異常を回復","新年の祈りを込めた舞を捧げる<br>愛らしい巫女さんのお陰で、今年<br>も良い年になること間違いなし。<br>皆に幸福が訪れますように。","slog_290000080","slog_290000080","Chara_icon/290000080","Chara_icon/290000080","2019/01/01",True,"1",
218000020,999,"《安息のひと時》レイン",5,3,1600,20000,100,1,0,0,0,"s218000020",,45,165,55,151,65,137,70,130,75,123,80,116,5,10,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86","CH_RAI_SUP_035","スターリーナイト","スターリーナイト","星を降らせて強力な広範囲攻撃を<br>行い、敵にダメージと麻痺状態を<br>与える。<br>覚醒で攻撃力が上昇。","広範囲攻撃＋麻痺を付与","柔らかな寝具に包まれて、穏やか<br>な時間を過ごす彼女の表情に偽り<br>は感じられない。自ら人を遠ざけ<br>た寂しい嘘つきはもういない。","slog_218000020","slog_218000020","Chara_icon/218000020","Chara_icon/218000020","2019/01/01",True,"1",
205000050,999,"《夢境のくつろぎ》リズベット",4,1,800,15000,100,1,0,0,0,"s205000050",,30,65,35,55,40,50,45,45,50,40,55,35,10,20,"耐久値回復量","{0}%","skill_3_2line_moji86","un_2line_moji86","CH_LIS_SUP_035","ウィッシュ・オン・スター","ウィッシュ・〇〇〇オン・スター","戦闘不能状態のメンバーを2人<br>復帰させ、耐久値を回復する。<br>覚醒で復帰時の回復量が上昇。","戦闘不能状態の自パーティメンバー2人を復帰","朝から晩まで忙しい鍛冶職人に<br>とって休息の時間は貴重なもの。<br>寝ぼけた眼を瞬かせて、夢の狭間<br>を揺蕩う時間は至福の時だ。","slog_205000050","slog_205000050","Chara_icon/205000050","Chara_icon/205000050","2019/01/01",True,"1",
209000060,999,"《剣聖の覚醒》ユウキ",4,2,800,15000,100,1,0,0,0,"s209000060",,10,50,12,45,14,41,15,39,16,37,17,35,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_YUU_SUP_035","ナイトリー・ドリーマー","ナイトリー・〇〇〇ドリーマー","自パーティの攻撃に<br>闇属性を付与するとともに<br>STRを125％上昇させる。<br>覚醒で効果時間が延長。","闇属性付与＋STR上昇","《絶剣》と謳われる彼女も、装備<br>を解けば無防備な笑顔を見せてく<br>れる。寝起きの良い彼女の覚醒は<br>清々しい朝の空気を匂わせる。","slog_209000060","slog_209000060","Chara_icon/209000060","Chara_icon/209000060","2019/01/01",True,"1",
216000040,999,"《夢想の願い》フィリア",4,3,800,15000,100,1,0,0,0,"s216000040",,20,100,30,98,40,96,50,94,60,92,70,90,10,20,"メダル増加量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"ヴィジョナリー・トレジャー","ヴィジョナリー・〇トレジャー","一定範囲内にいるグリードを<br>メダル排出量の多いゴールデン・<br>グリードに転成させる。<br>覚醒でメダル排出量が増加。","グリードをゴールデン・グリードに転成","心休まる眠りを得られない期間を<br>長く過ごした彼女にとって、あた<br>たかに安らげる今は幸福な時だ。<br>願わくば、いつまでも平穏に…。","slog_216000040","slog_216000040","Chara_icon/216000040","Chara_icon/216000040","2019/01/01",True,"1",
299000410,999,"《咲き誇る技巧》スズネ",5,2,1600,20000,100,1,0,15,0,"s299000410",,10,150,11,140,12,130,13,125,14,120,15,115,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"壮健満開はなざかり","壮健満開〇〇〇〇〇はなざかり","自パーティがダメージを受けなく<br>なる。覚醒で効果時間が延長。<br>【パッシブ】アダプタブル出現率<br>が上昇。重複で効果増。","ダメージを受けなくなる","和風防具専門の鍛冶師。裁縫の腕<br>にも秀で、《SAO》で多くの作品<br>を生み出した。自作の品で笑顔に<br>なる人を見るのが何よりの喜び。","slog_299000410","slog_299000410","Chara_icon/299000410","Chara_icon/299000410","2019/01/01",True,"1",
202000090,999,"《シャイニーオース》アスナ",5,2,1600,20000,100,1,0,0,0,"s202000090",,10,60,12,55,14,51,16,49,17,47,18,45,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_ASU_SUP_015","ブライト・シャイン","ブライト・〇〇〇〇シャイン","自パーティのINTを<br>130％上昇させるとともに、<br>よろけ・ダウン無効状態にする。<br>覚醒で効果時間が延長。","INT上昇＋よろけ・ダウン無効付与","誰もが愛するアイドルは、その<br>輝きで世界を照らし、神々しさ<br>すら感じさせる。みんなの声援が<br>わたしに力をくれるんだよ。","slog_202000090","slog_202000090","Chara_icon/202000090","Chara_icon/202000090","2019/01/01",True,"1",
209000070,999,"《ブレイブリースター》ユウキ",4,2,800,15000,100,1,0,0,0,"s209000070",,10,50,12,45,14,41,15,39,16,37,17,35,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_YUU_SUP_015","ファイト・カムオン！","ファイト・〇〇〇〇カムオン！","自パーティのSTRを<br>220％上昇させる。<br>覚醒で効果時間が延長。","自パーティのSTR上昇","彼女が魅せる何にでも立ち向かう<br>強さは、見る者すべてを勇気づけ<br>てくれる。アイドルに大事なのは<br>勇気…なんてね♪","slog_209000070","slog_209000070","Chara_icon/209000070","Chara_icon/209000070","2019/01/01",True,"1",
211000030,999,"《バッシュフルセイバー》アリス",5,2,1600,20000,100,1,0,0,0,"s211000030",,30,210,34,202,38,194,40,190,42,186,44,182,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_ALI_SUP_015","イノセント・フェアー","イノセント・〇〇〇〇フェアー","リーグポイントの獲得量が<br>45％増加する。<br>覚醒で効果時間が延長。","リーグポイントの獲得量上昇","異界の少女は初めて知るアイドル<br>文化に戸惑いを隠せない様子。そ<br>の初々しさに目が離せない。待つ<br>のです！この姿は…流石に…！<br>","slog_211000030","slog_211000030","Chara_icon/211000030","Chara_icon/211000030","2019/01/01",True,"1",
201000050,999,"《ヴァーチャルルシファー》キリト",4,3,800,15000,100,1,0,0,0,"s201000050",,20,80,23,75,26,72,28,69,29,67,30,65,3,6,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_KIR_SUP_015","ヴァーチャル・エディクション","ヴァーチャル・〇〇エディクション","一定範囲内の敵のバフを解除し、<br>INTを60％低下させる。<br>覚醒で効果時間が延長。","敵のバフ解除＋敵にINT低下を付与","仮想世界に舞い降りた、可憐な<br>少女（？！）。熱狂的ファン急増<br>中、一大ブームを巻き起こすや<br>も。君たち…応援してねっ！","slog_201000050","slog_201000050","Chara_icon/201000050","Chara_icon/201000050","2019/01/01",True,"1",
203000090,999,"《恋情パティシエ》リーファ",5,2,1600,20000,100,1,0,0,0,"s203000090","s203000090_passive",10,80,11,75,12,72,13,69,14,67,15,65,1,2,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_LEA_SUP_032","ハートグロウ・ファウンダー","ハートグロウ・〇〇〇ファウンダー","自パーティの移動速度を上昇させ<br>る。覚醒で効果時間が延長。<br>【パッシブ】ファーストアタック<br>を重ねる毎にボーナスが増加。","自パーティの移動速度上昇","妖精界でもバレンタインは超重要<br>イベント。恋する乙女は大忙し！<br>愛しの彼に渡すため、真心込めて<br>元気一杯レッツクッキング！","slog_203000090","slog_203000090","Chara_icon/203000090","Chara_icon/203000090","2019/01/01",True,"1",
202000100,999,"《最愛パティシエ》アスナ",4,2,800,15000,100,1,0,0,0,"s202000100",,10,50,12,45,14,41,15,39,16,37,17,35,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_ASU_SUP_032","ウンディーネ・パティスリー","ウンディーネ・〇〇〇パティスリー","自パーティの攻撃に<br>水属性を付与するとともに<br>STRを125％上昇させる。<br>覚醒で効果時間が延長。","水属性付与＋STR上昇","なんでもこなす才女には、チョコ<br>作りだってお任せあれ。愛する彼<br>のため、とびきり美味しい逸品を<br>目指して日夜研究中。","slog_202000100","slog_202000100","Chara_icon/202000100","Chara_icon/202000100","2019/01/01",True,"1",
204000070,999,"《純情ショコラ》シノン",4,3,800,15000,100,1,0,0,0,"s204000070",,25,180,30,170,33,160,36,155,38,150,40,145,5,10,"召喚増強レベル","{0}レベル","skill_3_2line_moji86","un_2line_moji86","CH_SIN_SUP_032","リサーチヘルプ・テイスト","リサーチヘルプ・〇〇テイスト","守護騎士系上位種Mobを2体<br>召喚し、戦闘支援を受ける。<br>覚醒で召喚Mobのレベルが<br>増強。","お助けMob【守護騎士系】を召喚","数あるチョコに差をつけるべく、<br>まずは標的のリサーチから。甘す<br>ぎるより、ちょっぴりビターが<br>お好みかも？","slog_204000070","slog_204000070","Chara_icon/204000070","Chara_icon/204000070","2019/01/01",True,"1",
206000060,999,"《恋慕ショコラ》シリカ",4,2,800,15000,100,1,0,0,0,"s206000060",,40,90,45,85,50,81,52,79,54,77,55,75,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_SIL_SUP_032","スウィート・ヒーリング","スウィート・〇〇〇〇ヒーリング","自パーティのVITを<br>250％上昇させるとともに、<br>耐久値を徐々に回復する。<br>覚醒で効果時間が延長。","VIT上昇＋リジェネレイト付与","幼い恋心を募らせる少女は、甘い<br>甘～いチョコを作る。例え不格好<br>でも、込められたとろけるような<br>甘い気持ちはきっと届くはず。","slog_206000060","slog_206000060","Chara_icon/206000060","Chara_icon/206000060","2019/01/01",True,"1",
215000040,999,"《千夜の遊楽》ストレア",5,2,1600,20000,100,1,0,0,0,"s215000040",,20,150,22,142,24,134,26,130,27,127,28,125,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"グラマー・ノックアウト","グラマー・〇〇〇ノックアウト","ボスに与えるダメージが上昇し、<br>リーグポイントの獲得量も<br>30％増加する。<br>覚醒で効果時間が延長。","ボスキラー＋リーグポイントの獲得量上昇","千夜一夜の一幕で、束の間の遊楽<br>に溺れてみるのはいかが？<br>甘い誘惑によろめかない人は、<br>恐らくひとりもいないだろう。","slog_215000040","slog_215000040","Chara_icon/215000040","Chara_icon/215000040","2019/01/01",True,"1",
203000100,999,"《純金の輝風》リーファ",4,1,800,15000,100,1,0,0,0,"s203000100",,45,25,50,23,55,21,60,20,65,19,70,18,10,20,"耐久値回復量","{0}%","skill_3_2line_moji86","un_2line_moji86","CH_LEA_SUP_014","ファンシー・サルテイション","ファンシー・〇〇〇サルテイション","自パーティ全員の耐久値を回復し<br>状態異常も解除する。<br>覚醒で回復量が上昇。","耐久値と状態異常を回復","金糸を編んだようなポニーテール<br>を翻し、風のように舞い踊る妖精<br>のような少女。楽し気な舞に思わ<br>ず見とれてしまいそう。","slog_203000100","slog_203000100","Chara_icon/203000100","Chara_icon/203000100","2019/01/01",True,"1",
205000060,999,"《桃閃の舞踏》リズベット",4,2,800,15000,100,1,0,0,0,"s205000060",,10,50,12,45,14,41,15,39,16,37,17,35,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_LIS_SUP_014","グラウンド・ダンサー","グラウンド・〇〇〇〇ダンサー","自パーティの攻撃に<br>土属性を付与するとともに<br>STRを125％上昇させる。<br>覚醒で効果時間が延長。","土属性付与＋STR上昇","彼女のトレードマークとも言える<br>桃色を弾ませて、舞を捧げる快活<br>な彼女。親し気な微笑みにこちら<br>も一緒に踊りだしたくなる。","slog_205000060","slog_205000060","Chara_icon/205000060","Chara_icon/205000060","2019/01/01",True,"1",
209000080,999,"《紫電の舞踊》ユウキ",4,3,800,15000,100,1,0,0,0,"s209000080",,30,90,35,85,38,82,41,79,43,77,45,75,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_YUU_SUP_014","ヴィゴラスリー・トランス","ヴィゴラスリー・〇トランス","周囲にいる敵モンスターの<br>STR・VIT・INTを<br>45％低下させる。<br>覚醒で効果時間が延長。","敵にSTR・VIT・INT低下を付与","人一倍小さな身体に、人一倍豪奢<br>な衣装を纏い、弾むように元気に<br>踊る。純粋無垢な笑顔を見れば、<br>誰もが元気を貰えるだろう。","slog_209000080","slog_209000080","Chara_icon/209000080","Chara_icon/209000080","2019/01/01",True,"1",
212000030,999,"《恒久の愛情》ユージオ",5,3,1600,20000,100,1,0,0,0,"s212000030",,65,210,68,204,71,201,73,198,75,196,77,194,10,20,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86","CH_EUG_SUP_033","エタニティ・ディザイア","エタニティ・〇〇〇ディザイア","非常に強力な広範囲攻撃を放ち、<br>敵にダメージと氷咲状態を<br>与える。<br>覚醒で攻撃力上昇。","強力な広範囲攻撃＋氷咲を付与","生真面目な彼にとって、言葉にの<br>せた愛は、すなわち永遠を表す。<br>心込めた花束と、永久の誓いを<br>あなたに――。","slog_212000030","slog_212000030","Chara_icon/212000030","Chara_icon/212000030","2020/03/03 7:00:00",True,"1",
201000060,999,"《赤誠の求愛》キリト",4,2,800,15000,100,1,0,0,0,"s201000060",,10,50,12,45,14,41,15,39,16,37,17,35,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_KIR_SUP_033","トゥルー・ラバー","トゥルー・ラバー","自パーティの攻撃に<br>聖属性を付与するとともに<br>STRを125％上昇させる。<br>覚醒で効果時間が延長。","聖属性付与＋STR上昇","普段は少し照れくさいけれど、<br>誠実な情愛を示すこの時は、真摯<br>に静謐に向き合いたい。静かに手<br>渡したそれは、大きな愛の証。","slog_201000060","slog_201000060","Chara_icon/201000060","Chara_icon/201000060","2020/03/03 7:00:00",True,"1",
297000090,999,"《狂愛の誓い》クラディール",4,3,800,15000,100,1,0,0,0,"s297000090",,40,165,50,151,55,144,60,137,65,130,70,123,5,10,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"ディジェネレイト・ギフト","ディジェネレイト〇〇・ギフト","無数の贈り物を降らせて強力な<br>広範囲攻撃を行い、敵にダメージ<br>と麻痺状態を与える。<br>覚醒で攻撃力が上昇。","広範囲攻撃＋麻痺を付与","狂信とも呼べるほどの激しい想い<br>を胸に秘め、男は恭しく愛を差し<br>出す。全てはあなたを我が物とす<br>るため。","slog_297000090","slog_297000090","Chara_icon/297000090","Chara_icon/297000090","2020/03/03 7:00:00",True,"1",
297000100,999,"《刻苦の訴え》ユイ＆アスナ",5,2,1600,20000,100,1,0,0,0,"s297000100",,10,50,12,47,14,44,16,41,17,38,18,36,4,8,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_YUI_SUP_005","アーネスト・アシスト","アーネスト・〇〇〇〇アシスト","自パーティの<br>スキルEXPの獲得量を100％、<br>VITを300％増加させる。<br>覚醒で効果時間が延長。","スキルEXPの獲得量＋VIT上昇","後輩とも、妹とも言える彼女の<br>苦悩に、少女の小さな胸は張り裂<br>けんばかりに痛む。母に寄り添わ<br>れ、訴えるは切なる想い。","slog_297000100","slog_297000100","Chara_icon/297000100","Chara_icon/297000100","2020/06/09 7:00:00",True,"1",
291000020,999,"《背信の下僕》リコ",5,3,1600,20000,100,1,0,0,0,"s291000020",,65,210,68,204,71,201,73,198,75,196,77,194,10,20,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86","CH_REC_SUP_006","トレイター・インサニティ","トレイター・〇〇〇インサニティ","周囲のフィールドデータを改ざん<br>して敵を攻撃、甚大なダメージを<br>与える。<br>覚醒で攻撃力が上昇。","強力な広範囲攻撃","プレイヤー達に敵対し、自身を<br>フィールドオブジェクトに変じた<br>リコ。彼女の意志は、想いは、<br>果たして――。","slog_291000020","slog_291000021","Chara_icon/291000020","Chara_icon/291000021","2020/06/09 7:00:00",True,"1",
290000090,999,"《一路順風》ユイ",5,3,1600,20000,100,1,0,0,0,"s290000090",,1,100,2,95,2,90,3,85,3,80,3,70,1,2,"ドロップ数","{0}個","skill_3_2line_moji86","un_2line_moji86","CH_YUI_SUP_002","アニバーサリー・トレジャー","アニバーサリー・〇〇〇トレジャー","グリードを1体召喚。<br>覚醒でスキルポーションの<br>ドロップ数が増加。","敵Mob【グリード】を召喚","調査が始まって1年。楽しいこと<br>ばかりでは無かったけれど、それ<br>でも皆で笑ってこの日を迎えられ<br>た。この先の旅路にも幸あれ。","slog_290000090","slog_290000090","Chara_icon/290000090","Chara_icon/290000090","2020/06/23 7:00:00",True,"1",
291000030,999,"《一言芳恩》リコ",5,3,1600,20000,100,1,0,0,0,"s291000030",,30,200,35,192,40,184,44,180,46,176,48,172,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_REC_SUP_019","アニバーサリー・アテンション","アニバーサリー・〇アテンション","グリードからの注目を集め、<br>リーグポイント獲得量が<br>30%上昇する。<br>覚醒で効果時間が延長。","グリードからの注目＆リーグポイント獲得量上昇","主との出会いから1年、彼女の<br>世界は今も広がり続けている。<br>これからも新しい旅へと、お供<br>いたします、マスター。","slog_291000030","slog_291000030","Chara_icon/291000030","Chara_icon/291000030","2020/06/23 7:00:00",True,"1",
297000110,999,"《一念天に通ず》オールキャスト",5,2,1600,20000,100,1,0,0,0,"s297000110",,10,85,12,82,14,79,16,76,18,73,20,70,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"ファースト・アニバーサリー","ファースト・〇〇アニバーサリー","自パーティのSTR・VIT・INT<br>を150％上昇させる。<br>覚醒で効果時間が延長。","自パーティのSTR・VIT・INT上昇","全員の協力が無ければ、ここまで<br>来ることは叶わなかっただろう。<br>1年間の軌跡が鮮やかに記憶を<br>彩る。","slog_297000110","slog_297000110","Chara_icon/297000110","Chara_icon/297000110","2020/06/23 7:00:00",True,"1",
209000090,999,"《愛おしい日常》ユウキ",5,2,1600,20000,100,1,0,0,0,"s209000090",,160,130,170,120,180,110,190,105,195,100,200,95,20,40,"STR上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86","CH_YUU_SUP_034","ドリーミン・オーディナリー","ドリーミン・〇〇オーディナリー","15秒間、自パーティの<br>STR・移動速度が上昇する。<br>覚醒でSTR上昇量が増加。","自パーティのSTR＆移動速度上昇","制服に腕を通し、友と語らい、<br>通いなれた道を踏みしめて――<br>そんな、どこかにあったかもしれ<br>ない、愛おしい日常の景色。","slog_209000090","slog_209000090","Chara_icon/209000090","Chara_icon/209000090","2020/07/07 7:00:00",True,"1",
202000110,999,"《早朝の誘い》アスナ",4,2,800,15000,100,1,0,0,0,"s202000110",,30,160,34,152,36,148,38,144,40,140,42,136,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_ASU_SUP_034","モーニング・グリーティング","モーニング・〇〇グリーティング","リーグポイント獲得量が<br>30％増加する。<br>覚醒で効果時間が延長。","リーグポイントの獲得量上昇","優等生の彼女は朝も早い。でも、<br>早起きすれば一緒に登校できるか<br>も。ほら、いつまでも寝ぼけてな<br>いの。置いてっちゃうよ！","slog_202000110","slog_202000110","Chara_icon/202000110","Chara_icon/202000110","2020/07/07 7:00:00",True,"1",
205000070,999,"《花の女子高生》リズベット",4,3,800,15000,100,1,0,0,0,"s205000070",,40,165,50,151,55,144,60,137,65,130,70,123,5,10,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86","CH_LIS_SUP_034","ガールズ・フォース！","ガールズ・〇〇〇〇フォース！","無数の岩を呼び出して周囲の敵を<br>攻撃、大きなダメージを与える。<br>覚醒で攻撃力が上昇。","強力な広範囲攻撃","カラオケにお買い物に、いつもの<br>カフェで勉強会。花の女子高生の<br>日常は忙しくも華やかで、楽しい<br>時間ほどあっという間なのだ。","slog_205000070","slog_205000070","Chara_icon/205000070","Chara_icon/205000070","2020/07/07 7:00:00",True,"1",
206000070,999,"《通学路の乙女》シリカ",4,1,800,15000,100,1,0,0,0,"s206000070",,20,130,24,120,27,110,29,105,30,100,31,98,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_SIL_SUP_034","ヒーリング・ロリポップ","ヒーリング・〇〇ロリポップ","触れると戦闘不能状態、<br>状態異常、耐久値を回復する<br>ヒールスポットを設置する。<br>覚醒で設置時間が延長。","ヒールスポットを設置","おはようございまーす！<br>町内を駆ける軽やかな挨拶に、<br>誰もが顔を綻ばせる。通学路の<br>乙女は今日も元気に邁進中。","slog_206000070","slog_206000070","Chara_icon/206000070","Chara_icon/206000070","2020/07/07 7:00:00",True,"1",
204000080,999,"《スターリーハート》シノン",5,3,1600,20000,100,1,0,0,0,"s204000080",,20,124,22,113,24,102,26,97,27,92,28,87,3,6,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_SIN_SUP_015","ファシネイテッド・スター","ファシネイテッド〇〇〇〇・スター","一定範囲内の敵の6属性全ての<br>耐性を無効化し、封印状態を<br>付与する。覚醒で属性耐性無効化<br>の効果時間が延長。","敵の6属性耐性を無効化＋一定時間封印状態を付与","普段はクールな彼女が浮かべる、<br>羞恥に赤らむ表情に、観客は皆<br>魅了される。恥ずかしいけど、<br>みんなに負けてられないわ…！","slog_204000080","slog_204000080","Chara_icon/204000080","Chara_icon/204000080","2020/06/09 7:00:00",True,"1",
